Indicator,Values,State,LGA,Months,Year
Measles new cases < 5 years,10,Benue,State level data,Aug,2017
Measles new cases < 5 years,126,Kebbi,State level data,Aug,2017
Measles new cases < 5 years,353,Kebbi,State level data,Oct,2017
Measles new cases < 5 years,330,Kaduna,State level data,Apr,2017
Measles new cases < 5 years,189,Kaduna,State level data,Jan,2017
Measles new cases < 5 years,521,Gombe,State level data,Jun,2017
Measles new cases < 5 years,254,Gombe,State level data,Feb,2017
Measles new cases < 5 years,438,Gombe,State level data,Mar,2017
Measles new cases < 5 years,45,Delta,State level data,Jul,2017
Measles new cases < 5 years,14,Akwa-Ibom,State level data,Feb,2017
Measles new cases < 5 years,7,Ekiti,State level data,Aug,2017
Measles new cases < 5 years,18,Ekiti,State level data,Apr,2017
Measles new cases < 5 years,86,Kwara,State level data,Jun,2017
Measles new cases < 5 years,60,Ogun,State level data,May,2017
Measles new cases < 5 years,206,Gombe,State level data,Oct,2017
Measles new cases < 5 years,25,Imo,State level data,Apr,2017
Measles new cases < 5 years,334,Kaduna,State level data,Nov,2017
Measles new cases < 5 years,20,Imo,State level data,Aug,2017
Measles new cases < 5 years,53,Ogun,State level data,Dec,2017
Measles new cases < 5 years,43,Enugu,State level data,Jul,2017
Measles new cases < 5 years,74,Enugu,State level data,Apr,2017
Measles new cases < 5 years,140,Enugu,State level data,Mar,2017
Measles new cases < 5 years,76,Kwara,State level data,May,2017
Measles new cases < 5 years,114,Kwara,State level data,Feb,2017
Measles new cases < 5 years,71,Delta,State level data,Apr,2017
Measles new cases < 5 years,1,Bayelsa,State level data,Sep,2017
Measles new cases < 5 years,63,Delta,State level data,Aug,2017
Measles new cases < 5 years,56,Ogun,State level data,Feb,2017
Measles new cases < 5 years,4,Ekiti,State level data,Jul,2017
Measles new cases < 5 years,37,Kwara,State level data,Sep,2017
Measles new cases < 5 years,15,Imo,State level data,Jul,2017
Measles new cases < 5 years,676,Bauchi,State level data,Jun,2017
Measles new cases < 5 years,886,Bauchi,State level data,Mar,2017
Measles new cases < 5 years,17,Federal Capital Territory,State level data,Sep,2017
Measles new cases < 5 years,170,Katsina,State level data,Sep,2017
Measles new cases < 5 years,132,Adamawa,State level data,Jun,2017
Measles new cases < 5 years,98,Adamawa,State level data,Sep,2017
Measles new cases < 5 years,27,Rivers,State level data,Nov,2017
Measles new cases < 5 years,273,Nasarawa,State level data,Mar,2017
Measles new cases < 5 years,16,Osun,State level data,Aug,2017
Measles new cases < 5 years,208,Oyo,State level data,Nov,2017
Measles new cases < 5 years,6,Bayelsa,State level data,Jun,2017
Measles new cases < 5 years,89,Enugu,State level data,Nov,2017
Measles new cases < 5 years,19,Plateau,State level data,Sep,2017
Measles new cases < 5 years,4958,Federal Government,State level data,Jun,2017
Measles new cases < 5 years,32,Kogi,State level data,Dec,2017
Measles new cases < 5 years,20,Ebonyi,State level data,Aug,2017
Measles new cases < 5 years,310,Kano,State level data,Aug,2017
Measles new cases < 5 years,473,Sokoto,State level data,Jun,2017
Measles new cases < 5 years,269,Sokoto,State level data,Sep,2017
Measles new cases < 5 years,9,Edo,State level data,Aug,2017
Measles new cases < 5 years,95,Kogi,State level data,Jan,2017
Measles new cases < 5 years,3070,Federal Government,State level data,Sep,2017
Measles new cases < 5 years,375,Yobe,State level data,Feb,2017
Measles new cases < 5 years,280,Zamfara,State level data,Feb,2017
Measles new cases < 5 years,250,Jigawa,State level data,Jun,2017
Measles new cases < 5 years,96,Taraba,State level data,Aug,2017
Measles new cases < 5 years,196,Taraba,State level data,Jun,2017
Measles new cases < 5 years,38,Yobe,State level data,Oct,2017
Measles new cases < 5 years,85,Yobe,State level data,Dec,2017
Measles new cases < 5 years,213,Taraba,State level data,Nov,2017
Measles new cases < 5 years,12,Benue,State level data,Dec,2017
Measles new cases < 5 years,49,Yobe,State level data,Jul,2017
Measles new cases < 5 years,53,Lagos,State level data,Jan,2017
Measles new cases < 5 years,24,Cross River,State level data,Aug,2017
Measles new cases < 5 years,216,Borno,State level data,May,2017
Measles new cases < 5 years,2,Cross River,State level data,Jun,2017
Measles new cases < 5 years,257,Borno,State level data,Sep,2017
Measles new cases < 5 years,53,Lagos,State level data,Jul,2017
Measles new cases < 5 years,164,Niger,State level data,Nov,2017
Measles new cases < 5 years,86,Jigawa,State level data,Nov,2017
Measles new cases < 5 years,43,Cross River,State level data,Feb,2017
Measles new cases < 5 years,82,Zamfara,State level data,Dec,2017
Measles new cases < 5 years,16,Benue,State level data,Jan,2017
Measles new cases < 5 years,210,Zamfara,State level data,Oct,2017
Measles new cases < 5 years,66,Lagos,State level data,Dec,2017
Measles new cases < 5 years,23,Ondo,State level data,Nov,2017
Measles new cases < 5 years,279,Borno,State level data,Mar,2017
Measles new cases < 5 years,52,Ondo,State level data,Jun,2017
Measles new cases < 5 years,245,Yobe,State level data,Jan,2017
Measles new cases < 5 years,29,Abia,State level data,Dec,2017
Measles new cases < 5 years,43,Zamfara,State level data,Jan,2017
Measles new cases < 5 years,146,Zamfara,State level data,Jul,2017
Measles new cases < 5 years,294,Niger,State level data,Apr,2017
Measles new cases < 5 years,116,Niger,State level data,Jun,2017
Measles new cases < 5 years,12,Benue,State level data,Jul,2017
Measles new cases < 5 years,26,Ebonyi,State level data,Jun,2017
Measles new cases < 5 years,318,Kano,State level data,Jun,2017
Measles new cases < 5 years,806,Sokoto,State level data,Apr,2017
Measles new cases < 5 years,9,Edo,State level data,Jun,2017
Measles new cases < 5 years,264,Nasarawa,State level data,Apr,2017
Measles new cases < 5 years,76,Oyo,State level data,Jun,2017
Measles new cases < 5 years,39,Abia,State level data,Mar,2017
Measles new cases < 5 years,96,Jigawa,State level data,Aug,2017
Measles new cases < 5 years,9,Osun,State level data,Jul,2017
Measles new cases < 5 years,131,Adamawa,State level data,Nov,2017
Measles new cases < 5 years,60,Rivers,State level data,Mar,2017
Measles new cases < 5 years,22,Rivers,State level data,Jan,2017
Measles new cases < 5 years,135,Federal Capital Territory,State level data,Mar,2017
Measles new cases < 5 years,312,Katsina,State level data,Mar,2017
Measles new cases < 5 years,82,Federal Capital Territory,State level data,May,2017
Measles new cases < 5 years,264,Katsina,State level data,May,2017
Measles new cases < 5 years,13,Rivers,State level data,Sep,2017
Measles new cases < 5 years,24,Anambra,State level data,Jun,2017
Measles new cases < 5 years,17,Rivers,State level data,Dec,2017
Measles new cases < 5 years,673,Bauchi,State level data,Oct,2017
Measles new cases < 5 years,40,Osun,State level data,Dec,2017
Measles new cases < 5 years,281,Adamawa,State level data,Feb,2017
Measles new cases < 5 years,15,Osun,State level data,Oct,2017
Measles new cases < 5 years,48,Anambra,State level data,Apr,2017
Measles new cases < 5 years,128,Plateau,State level data,Mar,2017
Measles new cases < 5 years,44,Plateau,State level data,May,2017
Measles new cases < 5 years,33,Ekiti,State level data,Nov,2017
Measles new cases < 5 years,63,Enugu,State level data,Jun,2017
Measles new cases < 5 years,8,Bayelsa,State level data,Oct,2017
Measles new cases < 5 years,73,Oyo,State level data,Apr,2017
Measles new cases < 5 years,142,Gombe,State level data,Nov,2017
Measles new cases < 5 years,5537,Federal Government,State level data,May,2017
Measles new cases < 5 years,256,Jigawa,State level data,Feb,2017
Measles new cases < 5 years,209,Kaduna,State level data,Dec,2017
Measles new cases < 5 years,15,Cross River,State level data,Nov,2017
Measles new cases < 5 years,26,Osun,State level data,Jan,2017
Measles new cases < 5 years,36,Kogi,State level data,Nov,2017
Measles new cases < 5 years,241,Kebbi,State level data,Apr,2017
Measles new cases < 5 years,220,Kebbi,State level data,Jul,2017
Measles new cases < 5 years,134,Kebbi,State level data,Jan,2017
Measles new cases < 5 years,137,Gombe,State level data,Aug,2017
Measles new cases < 5 years,211,Kebbi,State level data,Dec,2017
Measles new cases < 5 years,249,Kaduna,State level data,Sep,2017
Measles new cases < 5 years,14,Akwa-Ibom,State level data,Nov,2017
Measles new cases < 5 years,73,Ogun,State level data,Mar,2017
Measles new cases < 5 years,14,Akwa-Ibom,State level data,Jun,2017
Measles new cases < 5 years,5,Ekiti,State level data,Jun,2017
Measles new cases < 5 years,15,Delta,State level data,Oct,2017
Measles new cases < 5 years,51,Ogun,State level data,Sep,2017
Measles new cases < 5 years,32,Imo,State level data,Feb,2017
Measles new cases < 5 years,27,Kwara,State level data,Nov,2017
Measles new cases < 5 years,52,Kogi,State level data,Jun,2017
Measles new cases < 5 years,121,Kogi,State level data,Mar,2017
Measles new cases < 5 years,22,Imo,State level data,Oct,2017
Measles new cases < 5 years,5,Akwa-Ibom,State level data,Sep,2017
Measles new cases < 5 years,12,Ekiti,State level data,Mar,2017
Measles new cases < 5 years,4,Bayelsa,State level data,May,2017
Measles new cases < 5 years,51,Ogun,State level data,Jun,2017
Measles new cases < 5 years,414,Bauchi,State level data,Aug,2017
Measles new cases < 5 years,754,Bauchi,State level data,May,2017
Measles new cases < 5 years,227,Adamawa,State level data,Aug,2017
Measles new cases < 5 years,2,Bayelsa,State level data,Aug,2017
Measles new cases < 5 years,4,Edo,State level data,Nov,2017
Measles new cases < 5 years,48,Nasarawa,State level data,Jan,2017
Measles new cases < 5 years,50,Ogun,State level data,Nov,2017
Measles new cases < 5 years,614,Sokoto,State level data,Jan,2017
Measles new cases < 5 years,3,Ebonyi,State level data,Nov,2017
Measles new cases < 5 years,39,Kogi,State level data,Sep,2017
Measles new cases < 5 years,8,Edo,State level data,Mar,2017
Measles new cases < 5 years,123,Nasarawa,State level data,Dec,2017
Measles new cases < 5 years,45,Abia,State level data,Sep,2017
Measles new cases < 5 years,38,Ondo,State level data,Mar,2017
Measles new cases < 5 years,32,Akwa-Ibom,State level data,Mar,2017
Measles new cases < 5 years,6,Ekiti,State level data,Sep,2017
Measles new cases < 5 years,498,Sokoto,State level data,Dec,2017
Measles new cases < 5 years,223,Kano,State level data,Nov,2017
Measles new cases < 5 years,125,Benue,State level data,Apr,2017
Measles new cases < 5 years,169,Niger,State level data,Dec,2017
Measles new cases < 5 years,78,Taraba,State level data,Jul,2017
Measles new cases < 5 years,104,Niger,State level data,Sep,2017
Measles new cases < 5 years,83,Yobe,State level data,Nov,2017
Measles new cases < 5 years,245,Taraba,State level data,Mar,2017
Measles new cases < 5 years,62,Taraba,State level data,Oct,2017
Measles new cases < 5 years,83,Yobe,State level data,Aug,2017
Measles new cases < 5 years,32,Abia,State level data,Nov,2017
Measles new cases < 5 years,33,Cross River,State level data,Sep,2017
Measles new cases < 5 years,91,Lagos,State level data,Feb,2017
Measles new cases < 5 years,29,Cross River,State level data,May,2017
Measles new cases < 5 years,223,Borno,State level data,Jun,2017
Measles new cases < 5 years,48,Lagos,State level data,Jun,2017
Measles new cases < 5 years,12,Cross River,State level data,Jan,2017
Measles new cases < 5 years,86,Jigawa,State level data,Oct,2017
Measles new cases < 5 years,58,Abia,State level data,Aug,2017
Measles new cases < 5 years,209,Kano,State level data,Dec,2017
Measles new cases < 5 years,24,Abia,State level data,Apr,2017
Measles new cases < 5 years,106,Jigawa,State level data,Jul,2017
Measles new cases < 5 years,202,Kano,State level data,Sep,2017
Measles new cases < 5 years,397,Jigawa,State level data,Mar,2017
Measles new cases < 5 years,17,Cross River,State level data,Dec,2017
Measles new cases < 5 years,869,Sokoto,State level data,Mar,2017
Measles new cases < 5 years,362,Sokoto,State level data,Jul,2017
Measles new cases < 5 years,64,Ondo,State level data,Jan,2017
Measles new cases < 5 years,105,Zamfara,State level data,Nov,2017
Measles new cases < 5 years,314,Sokoto,State level data,Oct,2017
Measles new cases < 5 years,40,Benue,State level data,Feb,2017
Measles new cases < 5 years,12,Ondo,State level data,Dec,2017
Measles new cases < 5 years,46,Ondo,State level data,May,2017
Measles new cases < 5 years,353,Yobe,State level data,Apr,2017
Measles new cases < 5 years,19,Ondo,State level data,Sep,2017
Measles new cases < 5 years,311,Zamfara,State level data,Apr,2017
Measles new cases < 5 years,110,Zamfara,State level data,Aug,2017
Measles new cases < 5 years,30,Benue,State level data,Jun,2017
Measles new cases < 5 years,987,Bauchi,State level data,Apr,2017
Measles new cases < 5 years,18,Rivers,State level data,Jun,2017
Measles new cases < 5 years,115,Federal Capital Territory,State level data,Feb,2017
Measles new cases < 5 years,47,Anambra,State level data,Oct,2017
Measles new cases < 5 years,305,Katsina,State level data,Jun,2017
Measles new cases < 5 years,207,Adamawa,State level data,Jul,2017
Measles new cases < 5 years,19,Anambra,State level data,Jul,2017
Measles new cases < 5 years,182,Nasarawa,State level data,May,2017
Measles new cases < 5 years,93,Oyo,State level data,Jul,2017
Measles new cases < 5 years,3512,Federal Government,State level data,Aug,2017
Measles new cases < 5 years,12,Bayelsa,State level data,Apr,2017
Measles new cases < 5 years,69,Adamawa,State level data,Oct,2017
Measles new cases < 5 years,12,Osun,State level data,Jun,2017
Measles new cases < 5 years,17,Ebonyi,State level data,Sep,2017
Measles new cases < 5 years,23,Ebonyi,State level data,Jan,2017
Measles new cases < 5 years,36,Ogun,State level data,Oct,2017
Measles new cases < 5 years,74,Enugu,State level data,Sep,2017
Measles new cases < 5 years,69,Enugu,State level data,Jan,2017
Measles new cases < 5 years,301,Kano,State level data,Jan,2017
Measles new cases < 5 years,304,Kwara,State level data,Mar,2017
Measles new cases < 5 years,4,Ebonyi,State level data,Dec,2017
Measles new cases < 5 years,14,Edo,State level data,Jul,2017
Measles new cases < 5 years,4160,Federal Government,State level data,Nov,2017
Measles new cases < 5 years,32,Delta,State level data,Feb,2017
Measles new cases < 5 years,14,Ekiti,State level data,May,2017
Measles new cases < 5 years,69,Oyo,State level data,Oct,2017
Measles new cases < 5 years,96,Enugu,State level data,Dec,2017
Measles new cases < 5 years,87,Niger,State level data,Jan,2017
Measles new cases < 5 years,30,Imo,State level data,May,2017
Measles new cases < 5 years,72,Edo,State level data,Oct,2017
Measles new cases < 5 years,196,Kebbi,State level data,Jun,2017
Measles new cases < 5 years,321,Kebbi,State level data,May,2017
Measles new cases < 5 years,148,Kebbi,State level data,Feb,2017
Measles new cases < 5 years,255,Kebbi,State level data,Sep,2017
Measles new cases < 5 years,72,Gombe,State level data,Sep,2017
Measles new cases < 5 years,295,Kaduna,State level data,Jul,2017
Measles new cases < 5 years,438,Kaduna,State level data,Mar,2017
Measles new cases < 5 years,350,Gombe,State level data,May,2017
Measles new cases < 5 years,226,Kaduna,State level data,Jun,2017
Measles new cases < 5 years,10,Delta,State level data,Jan,2017
Measles new cases < 5 years,16,Delta,State level data,May,2017
Measles new cases < 5 years,18,Akwa-Ibom,State level data,Aug,2017
Measles new cases < 5 years,15,Akwa-Ibom,State level data,Apr,2017
Measles new cases < 5 years,55,Delta,State level data,Dec,2017
Measles new cases < 5 years,54,Kwara,State level data,Aug,2017
Measles new cases < 5 years,43,Kogi,State level data,Jul,2017
Measles new cases < 5 years,4830,Federal Government,State level data,Oct,2017
Measles new cases < 5 years,30,Anambra,State level data,Mar,2017
Measles new cases < 5 years,7,Akwa-Ibom,State level data,Dec,2017
Measles new cases < 5 years,9,Akwa-Ibom,State level data,Jan,2017
Measles new cases < 5 years,11,Akwa-Ibom,State level data,May,2017
Measles new cases < 5 years,213,Plateau,State level data,Jun,2017
Measles new cases < 5 years,26,Plateau,State level data,Feb,2017
Measles new cases < 5 years,8043,Federal Government,State level data,Mar,2017
Measles new cases < 5 years,268,Katsina,State level data,Feb,2017
Measles new cases < 5 years,55,Anambra,State level data,Nov,2017
Measles new cases < 5 years,44,Federal Capital Territory,State level data,Jun,2017
Measles new cases < 5 years,70,Plateau,State level data,Oct,2017
Measles new cases < 5 years,26,Rivers,State level data,Jul,2017
Measles new cases < 5 years,504,Bauchi,State level data,Nov,2017
Measles new cases < 5 years,24,Bayelsa,State level data,Mar,2017
Measles new cases < 5 years,330,Adamawa,State level data,Mar,2017
Measles new cases < 5 years,8,Bayelsa,State level data,Nov,2017
Measles new cases < 5 years,83,Nasarawa,State level data,Sep,2017
Measles new cases < 5 years,84,Oyo,State level data,Mar,2017
Measles new cases < 5 years,23,Osun,State level data,Feb,2017
Measles new cases < 5 years,69,Federal Capital Territory,State level data,Oct,2017
Measles new cases < 5 years,11,Ebonyi,State level data,Feb,2017
Measles new cases < 5 years,38,Kwara,State level data,Oct,2017
Measles new cases < 5 years,9,Ekiti,State level data,Dec,2017
Measles new cases < 5 years,430,Kano,State level data,May,2017
Measles new cases < 5 years,105,Kogi,State level data,Apr,2017
Measles new cases < 5 years,32,Imo,State level data,Dec,2017
Measles new cases < 5 years,79,Nasarawa,State level data,Jun,2017
Measles new cases < 5 years,191,Borno,State level data,Feb,2017
Measles new cases < 5 years,19,Ekiti,State level data,Jan,2017
Measles new cases < 5 years,34,Abia,State level data,Jan,2017
Measles new cases < 5 years,52,Ogun,State level data,Aug,2017
Measles new cases < 5 years,13,Osun,State level data,May,2017
Measles new cases < 5 years,353,Katsina,State level data,Oct,2017
Measles new cases < 5 years,38,Imo,State level data,Jan,2017
Measles new cases < 5 years,31,Ebonyi,State level data,May,2017
Measles new cases < 5 years,132,Borno,State level data,Dec,2017
Measles new cases < 5 years,789,Borno,State level data,Oct,2017
Measles new cases < 5 years,67,Taraba,State level data,Feb,2017
Measles new cases < 5 years,73,Taraba,State level data,Apr,2017
Measles new cases < 5 years,42,Yobe,State level data,Sep,2017
Measles new cases < 5 years,73,Lagos,State level data,Mar,2017
Measles new cases < 5 years,33,Abia,State level data,Oct,2017
Measles new cases < 5 years,50,Benue,State level data,Oct,2017
Measles new cases < 5 years,3,Cross River,State level data,Apr,2017
Measles new cases < 5 years,232,Borno,State level data,Jul,2017
Measles new cases < 5 years,70,Lagos,State level data,May,2017
Measles new cases < 5 years,67,Lagos,State level data,Sep,2017
Measles new cases < 5 years,306,Sokoto,State level data,Nov,2017
Measles new cases < 5 years,163,Benue,State level data,Mar,2017
Measles new cases < 5 years,47,Ondo,State level data,Apr,2017
Measles new cases < 5 years,70,Lagos,State level data,Oct,2017
Measles new cases < 5 years,277,Borno,State level data,Jan,2017
Measles new cases < 5 years,437,Yobe,State level data,Mar,2017
Measles new cases < 5 years,39,Ondo,State level data,Aug,2017
Measles new cases < 5 years,91,Yobe,State level data,May,2017
Measles new cases < 5 years,313,Zamfara,State level data,Mar,2017
Measles new cases < 5 years,285,Zamfara,State level data,May,2017
Measles new cases < 5 years,114,Niger,State level data,Feb,2017
Measles new cases < 5 years,62,Zamfara,State level data,Sep,2017
Measles new cases < 5 years,99,Niger,State level data,Aug,2017
Measles new cases < 5 years,55,Benue,State level data,May,2017
Measles new cases < 5 years,9,Benue,State level data,Sep,2017
Measles new cases < 5 years,37,Ebonyi,State level data,Apr,2017
Measles new cases < 5 years,237,Kano,State level data,Feb,2017
Measles new cases < 5 years,178,Sokoto,State level data,Aug,2017
Measles new cases < 5 years,66,Ondo,State level data,Feb,2017
Measles new cases < 5 years,15,Edo,State level data,Feb,2017
Measles new cases < 5 years,201,Nasarawa,State level data,Nov,2017
Measles new cases < 5 years,86,Nasarawa,State level data,Aug,2017
Measles new cases < 5 years,45,Abia,State level data,Jul,2017
Measles new cases < 5 years,62,Oyo,State level data,Feb,2017
Measles new cases < 5 years,293,Katsina,State level data,Dec,2017
Measles new cases < 5 years,355,Jigawa,State level data,Apr,2017
Measles new cases < 5 years,10,Osun,State level data,Mar,2017
Measles new cases < 5 years,347,Bauchi,State level data,Sep,2017
Measles new cases < 5 years,310,Bauchi,State level data,Jan,2017
Measles new cases < 5 years,566,Bauchi,State level data,Jul,2017
Measles new cases < 5 years,4,Bayelsa,State level data,Jan,2017
Measles new cases < 5 years,387,Bauchi,State level data,Dec,2017
Measles new cases < 5 years,467,Adamawa,State level data,Apr,2017
Measles new cases < 5 years,536,Kano,State level data,Apr,2017
Measles new cases < 5 years,727,Sokoto,State level data,Feb,2017
Measles new cases < 5 years,32,Kogi,State level data,Aug,2017
Measles new cases < 5 years,32,Imo,State level data,Nov,2017
Measles new cases < 5 years,13,Edo,State level data,Apr,2017
Measles new cases < 5 years,10,Osun,State level data,Sep,2017
Measles new cases < 5 years,73,Ogun,State level data,Apr,2017
Measles new cases < 5 years,19,Abia,State level data,May,2017
Measles new cases < 5 years,185,Nasarawa,State level data,Feb,2017
Measles new cases < 5 years,350,Kebbi,State level data,Mar,2017
Measles new cases < 5 years,358,Kaduna,State level data,Oct,2017
Measles new cases < 5 years,298,Kebbi,State level data,Nov,2017
Measles new cases < 5 years,242,Kaduna,State level data,May,2017
Measles new cases < 5 years,81,Gombe,State level data,Jan,2017
Measles new cases < 5 years,330,Kaduna,State level data,Aug,2017
Measles new cases < 5 years,187,Kaduna,State level data,Feb,2017
Measles new cases < 5 years,178,Gombe,State level data,Jul,2017
Measles new cases < 5 years,544,Gombe,State level data,Apr,2017
Measles new cases < 5 years,31,Delta,State level data,Mar,2017
Measles new cases < 5 years,12,Ekiti,State level data,Feb,2017
Measles new cases < 5 years,43,Delta,State level data,Sep,2017
Measles new cases < 5 years,47,Ogun,State level data,Jul,2017
Measles new cases < 5 years,91,Gombe,State level data,Dec,2017
Measles new cases < 5 years,22,Imo,State level data,Jun,2017
Measles new cases < 5 years,28,Kwara,State level data,Dec,2017
Measles new cases < 5 years,51,Enugu,State level data,Aug,2017
Measles new cases < 5 years,114,Kwara,State level data,Jan,2017
Measles new cases < 5 years,78,Enugu,State level data,Oct,2017
Measles new cases < 5 years,78,Kogi,State level data,Feb,2017
Measles new cases < 5 years,9,Bayelsa,State level data,Dec,2017
Measles new cases < 5 years,3975,Federal Government,State level data,Jul,2017
Measles new cases < 5 years,65,Delta,State level data,Nov,2017
Measles new cases < 5 years,8,Ekiti,State level data,Oct,2017
Measles new cases < 5 years,40,Imo,State level data,Mar,2017
Measles new cases < 5 years,9,Rivers,State level data,May,2017
Measles new cases < 5 years,304,Federal Capital Territory,State level data,Jan,2017
Measles new cases < 5 years,75,Plateau,State level data,Dec,2017
Measles new cases < 5 years,133,Katsina,State level data,Jan,2017
Measles new cases < 5 years,35,Rivers,State level data,Feb,2017
Measles new cases < 5 years,224,Katsina,State level data,Apr,2017
Measles new cases < 5 years,72,Federal Capital Territory,State level data,Apr,2017
Measles new cases < 5 years,200,Katsina,State level data,Jul,2017
Measles new cases < 5 years,62,Federal Capital Territory,State level data,Jul,2017
Measles new cases < 5 years,29,Rivers,State level data,Aug,2017
Measles new cases < 5 years,28,Anambra,State level data,Aug,2017
Measles new cases < 5 years,17,Rivers,State level data,Oct,2017
Measles new cases < 5 years,12,Osun,State level data,Nov,2017
Measles new cases < 5 years,217,Adamawa,State level data,Jan,2017
Measles new cases < 5 years,31,Anambra,State level data,Feb,2017
Measles new cases < 5 years,67,Oyo,State level data,May,2017
Measles new cases < 5 years,69,Plateau,State level data,Jul,2017
Measles new cases < 5 years,45,Plateau,State level data,Jan,2017
Measles new cases < 5 years,13,Federal Capital Territory,State level data,Dec,2017
Measles new cases < 5 years,7547,Federal Government,State level data,Apr,2017
Measles new cases < 5 years,20,Kogi,State level data,Oct,2017
Measles new cases < 5 years,131,Adamawa,State level data,Dec,2017
Measles new cases < 5 years,34,Enugu,State level data,May,2017
Measles new cases < 5 years,67,Enugu,State level data,Feb,2017
Measles new cases < 5 years,152,Kwara,State level data,Apr,2017
Measles new cases < 5 years,3594,Federal Government,State level data,Dec,2017
Measles new cases < 5 years,43,Oyo,State level data,Aug,2017
Measles new cases < 5 years,42,Delta,State level data,Jun,2017
Measles new cases < 5 years,26,Anambra,State level data,May,2017
Measles new cases < 5 years,67,Kwara,State level data,Jul,2017
Measles new cases < 5 years,161,Niger,State level data,May,2017
Measles new cases < 5 years,83,Plateau,State level data,Apr,2017
Measles new cases < 5 years,26,Imo,State level data,Sep,2017
Measles new cases < 5 years,4287,Federal Government,State level data,Jan,2017
Measles new cases < 5 years,51,Bauchi,Misau,Sep,2017
Measles new cases < 5 years,8,Taraba,Bali,Jul,2017
Measles new cases < 5 years,12,Kebbi,Augie,Sep,2017
Measles new cases < 5 years,7,Gombe,Balanga,Jan,2017
Measles new cases < 5 years,6,Gombe,Balanga,May,2017
Measles new cases < 5 years,29,Bauchi,Misau,May,2017
