Indicator,Year,Values,State,LGA,Months
Penta 1 Coverage,2017,98.2,Rivers,State level data,NA
Penta 1 Coverage,2017,95.1,Sokoto,State level data,NA
Penta 1 Coverage,2017,104.6,Taraba,State level data,NA
Penta 1 Coverage,2017,123.2,Yobe,State level data,NA
Penta 1 Coverage,2017,80.3,Zamfara,State level data,NA
Penta 1 Coverage,2017,89.5,Abia,Aba North,NA
Penta 1 Coverage,2017,89.7,Abia,Aba South,NA
Penta 1 Coverage,2017,96.7,Abia,Arochukwu,NA
Penta 1 Coverage,2017,56.4,Abia,Bende,NA
Penta 1 Coverage,2017,79.9,Abia,Ikwuano,NA
Penta 1 Coverage,2017,80.9,Abia,Isiala-Ngwa North,NA
Penta 1 Coverage,2017,88,Abia,Isiala-Ngwa South,NA
Penta 1 Coverage,2017,82.4,Abia,Isuikwuato,NA
Penta 1 Coverage,2017,75,Abia,Obi Nwga,NA
Penta 1 Coverage,2017,65.7,Abia,Ohafia,NA
Penta 1 Coverage,2017,96.2,Abia,Osisioma Ngwa,NA
Penta 1 Coverage,2017,53.2,Abia,Ugwunagbo,NA
Penta 1 Coverage,2017,114.5,Abia,Ukwa East,NA
Penta 1 Coverage,2017,69.4,Abia,Ukwa West,NA
Penta 1 Coverage,2017,47.9,Abia,Umuahia North,NA
Penta 1 Coverage,2017,113,Abia,Umuahia South,NA
Penta 1 Coverage,2017,59.6,Abia,Umunneochi,NA
Penta 1 Coverage,2017,99.6,Adamawa,Demsa,NA
Penta 1 Coverage,2017,112.7,Adamawa,Fufore,NA
Penta 1 Coverage,2017,123.4,Adamawa,Ganye,NA
Penta 1 Coverage,2017,120.2,Adamawa,Girei,NA
Penta 1 Coverage,2017,120.9,Adamawa,Gombi,NA
Penta 1 Coverage,2017,100.6,Adamawa,Guyuk,NA
Penta 1 Coverage,2017,118.3,Adamawa,Hong,NA
Penta 1 Coverage,2017,137.9,Adamawa,Jada,NA
Penta 1 Coverage,2017,128.6,Adamawa,Lamurde,NA
Penta 1 Coverage,2017,56.6,Adamawa,Madagali,NA
Penta 1 Coverage,2017,132.5,Adamawa,Maiha,NA
Penta 1 Coverage,2017,136.5,Adamawa,Mayo-Belwa,NA
Penta 1 Coverage,2017,119.7,Adamawa,Michika,NA
Penta 1 Coverage,2017,102.1,Adamawa,Mubi North,NA
Penta 1 Coverage,2017,167.3,Adamawa,Mubi South,NA
Penta 1 Coverage,2017,107.3,Adamawa,Numan,NA
Penta 1 Coverage,2017,120.4,Adamawa,Shelleng,NA
Penta 1 Coverage,2017,115.6,Adamawa,Song,NA
Penta 1 Coverage,2017,195.3,Adamawa,Toungo,NA
Penta 1 Coverage,2017,111.4,Adamawa,Yola North,NA
Penta 1 Coverage,2017,145.4,Adamawa,Yola South,NA
Penta 1 Coverage,2017,101.3,Akwa-Ibom,Abak,NA
Penta 1 Coverage,2017,89.2,Akwa-Ibom,Eastern Obolo,NA
Penta 1 Coverage,2017,87.4,Akwa-Ibom,Eket,NA
Penta 1 Coverage,2017,77.2,Akwa-Ibom,Esit Eket,NA
Penta 1 Coverage,2017,84.1,Akwa-Ibom,Essien Udim,NA
Penta 1 Coverage,2017,89.7,Akwa-Ibom,Etim Ekpo,NA
Penta 1 Coverage,2017,93.3,Akwa-Ibom,Etinan,NA
Penta 1 Coverage,2017,88.4,Akwa-Ibom,Ibeno,NA
Penta 1 Coverage,2017,87.2,Akwa-Ibom,Ibesikpo Asutan,NA
Penta 1 Coverage,2017,86.3,Akwa-Ibom,Ibiono Ibom,NA
Penta 1 Coverage,2017,105.7,Akwa-Ibom,Ika,NA
Penta 1 Coverage,2017,73.5,Akwa-Ibom,Ikono,NA
Penta 1 Coverage,2017,108.9,Akwa-Ibom,Ikot Abasi,NA
Penta 1 Coverage,2017,84.2,Akwa-Ibom,Ikot Ekpene,NA
Penta 1 Coverage,2017,85,Akwa-Ibom,Ini,NA
Penta 1 Coverage,2017,90.1,Akwa-Ibom,Itu,NA
Penta 1 Coverage,2017,92.2,Akwa-Ibom,Mbo,NA
Penta 1 Coverage,2017,119.4,Akwa-Ibom,Mkpat Enin,NA
Penta 1 Coverage,2017,100.7,Akwa-Ibom,Nsit Atai,NA
Penta 1 Coverage,2017,88.9,Akwa-Ibom,Nsit Ibom,NA
Penta 1 Coverage,2017,76.3,Akwa-Ibom,Nsit Ubium,NA
Penta 1 Coverage,2017,102.3,Akwa-Ibom,Obot Akara,NA
Penta 1 Coverage,2017,86.4,Akwa-Ibom,Okobo,NA
Penta 1 Coverage,2017,77.3,Akwa-Ibom,Onna,NA
Penta 1 Coverage,2017,97.6,Akwa-Ibom,Oron,NA
Penta 1 Coverage,2017,64,Akwa-Ibom,Oruk Anam,NA
Penta 1 Coverage,2017,55.4,Akwa-Ibom,Udung Uko,NA
Penta 1 Coverage,2017,64.4,Akwa-Ibom,Ukanafun,NA
Penta 1 Coverage,2017,94.6,Akwa-Ibom,Uruan,NA
Penta 1 Coverage,2017,104.5,Akwa-Ibom,Urue-Offong/Oruko,NA
Penta 1 Coverage,2017,61.3,Akwa-Ibom,Uyo,NA
Penta 1 Coverage,2017,82.5,Anambra,Aguata,NA
Penta 1 Coverage,2017,107.1,Anambra,Anambra East,NA
Penta 1 Coverage,2017,91.7,Anambra,Anambra West,NA
Penta 1 Coverage,2017,102.8,Anambra,Anaocha,NA
Penta 1 Coverage,2017,120.2,Anambra,Awka North,NA
Penta 1 Coverage,2017,107.2,Anambra,Awka South,NA
Penta 1 Coverage,2017,84,Anambra,Ayamelum,NA
Penta 1 Coverage,2017,97,Anambra,Dunukofia,NA
Penta 1 Coverage,2017,93.7,Anambra,Ekwusigo,NA
Penta 1 Coverage,2017,82,Anambra,Idemili North,NA
Penta 1 Coverage,2017,90.6,Anambra,Idemili South,NA
Penta 1 Coverage,2017,78.8,Anambra,Ihiala,NA
Penta 1 Coverage,2017,72.5,Anambra,Njikoka,NA
Penta 1 Coverage,2017,81.3,Anambra,Nnewi North,NA
Penta 1 Coverage,2017,116.7,Anambra,Nnewi South,NA
Penta 1 Coverage,2017,79.2,Anambra,Ogbaru,NA
Penta 1 Coverage,2017,179.1,Anambra,Onitsha North,NA
Penta 1 Coverage,2017,72.9,Anambra,Onitsha South,NA
Penta 1 Coverage,2017,101.1,Anambra,Orumba North,NA
Penta 1 Coverage,2017,100.7,Anambra,Orumba South,NA
Penta 1 Coverage,2017,94.9,Anambra,Oyi,NA
Penta 1 Coverage,2017,88.4,Bauchi,Alkaleri,NA
Penta 1 Coverage,2017,137.3,Bauchi,Bauchi,NA
Penta 1 Coverage,2017,131.1,Bauchi,Bogoro,NA
Penta 1 Coverage,2017,101.9,Bauchi,Dambam,NA
Penta 1 Coverage,2017,105,Bauchi,Darazo,NA
Penta 1 Coverage,2017,138.1,Bauchi,Dass,NA
Penta 1 Coverage,2017,83.3,Bauchi,Gamawa,NA
Penta 1 Coverage,2017,117.2,Bauchi,Ganjuwa,NA
Penta 1 Coverage,2017,112.7,Bauchi,Giade,NA
Penta 1 Coverage,2017,86.1,Bauchi,Itas/Gadau,NA
Penta 1 Coverage,2017,85.5,Bauchi,Jama'are,NA
Penta 1 Coverage,2017,94.7,Bauchi,Katagum,NA
Penta 1 Coverage,2017,97.2,Bauchi,Kirfi,NA
Penta 1 Coverage,2017,85.9,Bauchi,Misau,NA
Penta 1 Coverage,2017,81.9,Bauchi,Ningi,NA
Penta 1 Coverage,2017,88.8,Bauchi,Shira,NA
Penta 1 Coverage,2017,106.8,Bauchi,Tafawa-Balewa,NA
Penta 1 Coverage,2017,144,Bauchi,Toro,NA
Penta 1 Coverage,2017,149.4,Bauchi,Warji,NA
Penta 1 Coverage,2017,100.7,Bauchi,Zaki,NA
Penta 1 Coverage,2017,39.8,Benue,Ado,NA
Penta 1 Coverage,2017,92.9,Benue,Agatu,NA
Penta 1 Coverage,2017,56.6,Benue,Apa,NA
Penta 1 Coverage,2017,73.9,Benue,Buruku,NA
Penta 1 Coverage,2017,66.2,Benue,Gboko,NA
Penta 1 Coverage,2017,34.5,Benue,Guma,NA
Penta 1 Coverage,2017,41.3,Benue,Gwer East,NA
Penta 1 Coverage,2017,115.3,Benue,Gwer West,NA
Penta 1 Coverage,2017,65.8,Benue,Katsina-Ala,NA
Penta 1 Coverage,2017,56.5,Benue,Konshisha,NA
Penta 1 Coverage,2017,61,Benue,Kwande,NA
Penta 1 Coverage,2017,91.7,Benue,Logo,NA
Penta 1 Coverage,2017,89.7,Benue,Makurdi,NA
Penta 1 Coverage,2017,85.6,Benue,Obi,NA
Penta 1 Coverage,2017,89.8,Benue,Ogbadibo,NA
Penta 1 Coverage,2017,101.8,Benue,Ohimini,NA
Penta 1 Coverage,2017,101,Benue,Oju,NA
Penta 1 Coverage,2017,55.9,Benue,Okpokwu,NA
Penta 1 Coverage,2017,82.4,Benue,Otukpo,NA
Penta 1 Coverage,2017,74.9,Benue,Tarka,NA
Penta 1 Coverage,2017,80.8,Benue,Ukum,NA
Penta 1 Coverage,2017,86.9,Benue,Ushongo,NA
Penta 1 Coverage,2017,55.2,Benue,Vandeikya,NA
Penta 1 Coverage,2017,218.5,Borno,Askira/Uba,NA
Penta 1 Coverage,2017,2.9,Borno,Bama,NA
Penta 1 Coverage,2017,224,Borno,Bayo,NA
Penta 1 Coverage,2017,287.8,Borno,Biu,NA
Penta 1 Coverage,2017,275.8,Borno,Chibok,NA
Penta 1 Coverage,2017,53.8,Borno,Damboa,NA
Penta 1 Coverage,2017,82.2,Borno,Dikwa,NA
Penta 1 Coverage,2017,34,Borno,Gubio,NA
Penta 1 Coverage,2017,24.5,Borno,Guzamala,NA
Penta 1 Coverage,2017,24.3,Borno,Gwoza,NA
Penta 1 Coverage,2017,162.1,Borno,Hawul,NA
Penta 1 Coverage,2017,57.2,Borno,Jere,NA
Penta 1 Coverage,2017,51,Borno,Kaga,NA
Penta 1 Coverage,2017,58.4,Borno,Kala/Balge,NA
Penta 1 Coverage,2017,109.5,Borno,Konduga,NA
Penta 1 Coverage,2017,15.9,Borno,Kukawa,NA
Penta 1 Coverage,2017,87,Borno,Kwaya Kusar,NA
Penta 1 Coverage,2017,202.5,Borno,Mafa,NA
Penta 1 Coverage,2017,60.2,Borno,Magumeri,NA
Penta 1 Coverage,2017,52.7,Borno,Maiduguri,NA
Penta 1 Coverage,2017,67,Borno,Mobbar,NA
Penta 1 Coverage,2017,4.1,Borno,Monguno,NA
Penta 1 Coverage,2017,58.9,Borno,Ngala,NA
Penta 1 Coverage,2017,21.1,Borno,Nganzai,NA
Penta 1 Coverage,2017,55.9,Borno,Shani,NA
Penta 1 Coverage,2017,19.7,Bayelsa,Brass,NA
Penta 1 Coverage,2017,34.7,Bayelsa,Ekeremor,NA
Penta 1 Coverage,2017,60.8,Bayelsa,Kolokuma/Opokuma,NA
Penta 1 Coverage,2017,15.5,Bayelsa,Nembe,NA
Penta 1 Coverage,2017,27.3,Bayelsa,Ogbia,NA
Penta 1 Coverage,2017,42.4,Bayelsa,Sagbama,NA
Penta 1 Coverage,2017,35,Bayelsa,Southern Ijaw,NA
Penta 1 Coverage,2017,52.9,Bayelsa,Yenagoa,NA
Penta 1 Coverage,2017,109.7,Cross River,Abi,NA
Penta 1 Coverage,2017,89.9,Cross River,Akamkpa,NA
Penta 1 Coverage,2017,81.7,Cross River,Akpabuyo,NA
Penta 1 Coverage,2017,162.6,Cross River,Bakassi,NA
Penta 1 Coverage,2017,90.5,Cross River,Bekwarra,NA
Penta 1 Coverage,2017,94.3,Cross River,Biase,NA
Penta 1 Coverage,2017,96.1,Cross River,Boki,NA
Penta 1 Coverage,2017,78.8,Cross River,Calabar Municipal,NA
Penta 1 Coverage,2017,97.8,Cross River,Calabar South,NA
Penta 1 Coverage,2017,98.9,Cross River,Etung,NA
Penta 1 Coverage,2017,86.7,Cross River,Ikom,NA
Penta 1 Coverage,2017,90.9,Cross River,Obanliku,NA
Penta 1 Coverage,2017,80.3,Cross River,Obubra,NA
Penta 1 Coverage,2017,95.4,Cross River,Obudu,NA
Penta 1 Coverage,2017,112.3,Cross River,Odukpani,NA
Penta 1 Coverage,2017,114.1,Cross River,Ogoja,NA
Penta 1 Coverage,2017,94.8,Cross River,Yakurr,NA
Penta 1 Coverage,2017,79,Cross River,Yala,NA
Penta 1 Coverage,2017,96.7,Delta,Aniocha North,NA
Penta 1 Coverage,2017,72.2,Delta,Aniocha South,NA
Penta 1 Coverage,2017,65.9,Delta,Bomadi,NA
Penta 1 Coverage,2017,31.8,Delta,Burutu,NA
Penta 1 Coverage,2017,64.5,Delta,Ethiope East,NA
Penta 1 Coverage,2017,44.6,Delta,Ethiope West,NA
Penta 1 Coverage,2017,95.3,Delta,Ika North East,NA
Penta 1 Coverage,2017,60.8,Delta,Ika South,NA
Penta 1 Coverage,2017,115.2,Delta,Isoko North,NA
Penta 1 Coverage,2017,70.4,Delta,Isoko South,NA
Penta 1 Coverage,2017,47.3,Delta,Ndokwa East,NA
Penta 1 Coverage,2017,83,Delta,Ndokwa West,NA
Penta 1 Coverage,2017,73,Delta,Okpe,NA
Penta 1 Coverage,2017,96.2,Delta,Oshimili North,NA
Penta 1 Coverage,2017,69.2,Delta,Oshimili South,NA
Penta 1 Coverage,2017,83.7,Delta,Patani,NA
Penta 1 Coverage,2017,29.5,Delta,Sapele,NA
Penta 1 Coverage,2017,89,Delta,Udu,NA
Penta 1 Coverage,2017,104.7,Delta,Ughelli North,NA
Penta 1 Coverage,2017,109.6,Delta,Ughelli South,NA
Penta 1 Coverage,2017,140,Delta,Ukwuani,NA
Penta 1 Coverage,2017,123.7,Delta,Uvwie,NA
Penta 1 Coverage,2017,48.7,Delta,Warri North,NA
Penta 1 Coverage,2017,226.4,Delta,Warri South,NA
Penta 1 Coverage,2017,35.6,Delta,Warri South West,NA
Penta 1 Coverage,2017,99,Ebonyi,Abakaliki,NA
Penta 1 Coverage,2017,83.7,Ebonyi,Afikpo North,NA
Penta 1 Coverage,2017,93.6,Ebonyi,Afikpo South,NA
Penta 1 Coverage,2017,134.9,Ebonyi,Ebonyi,NA
Penta 1 Coverage,2017,80.4,Ebonyi,Ezza North,NA
Penta 1 Coverage,2017,75,Ebonyi,Ezza South,NA
Penta 1 Coverage,2017,69.7,Ebonyi,Ikwo,NA
Penta 1 Coverage,2017,69.4,Ebonyi,Ishielu,NA
Penta 1 Coverage,2017,122.7,Ebonyi,Ivo,NA
Penta 1 Coverage,2017,122.8,Ebonyi,Izzi,NA
Penta 1 Coverage,2017,93.3,Ebonyi,Ohaozara,NA
Penta 1 Coverage,2017,70.9,Ebonyi,Ohaukwu,NA
Penta 1 Coverage,2017,59.4,Ebonyi,Onicha,NA
Penta 1 Coverage,2017,81.8,Edo,Akoko-Edo,NA
Penta 1 Coverage,2017,42.6,Edo,Egor,NA
Penta 1 Coverage,2017,45,Edo,Esan Central,NA
Penta 1 Coverage,2017,52.9,Edo,Esan North-East,NA
Penta 1 Coverage,2017,38.5,Edo,Esan South-East,NA
Penta 1 Coverage,2017,48.1,Edo,Esan West,NA
Penta 1 Coverage,2017,84.1,Edo,Etsako Central,NA
Penta 1 Coverage,2017,35.4,Edo,Etsako East,NA
Penta 1 Coverage,2017,40.8,Edo,Etsako West,NA
Penta 1 Coverage,2017,59.7,Edo,Igueben,NA
Penta 1 Coverage,2017,60.4,Edo,Ikpoba-Okha,NA
Penta 1 Coverage,2017,64.3,Edo,Oredo,NA
Penta 1 Coverage,2017,22.7,Edo,Orhionmwon,NA
Penta 1 Coverage,2017,60.5,Edo,Ovia North-East,NA
Penta 1 Coverage,2017,81.2,Edo,Ovia South-West,NA
Penta 1 Coverage,2017,28.9,Edo,Owan East,NA
Penta 1 Coverage,2017,56.6,Edo,Owan West,NA
Penta 1 Coverage,2017,66.7,Edo,Uhunmwonde,NA
Penta 1 Coverage,2017,83.3,Ekiti,Ado Ekiti,NA
Penta 1 Coverage,2017,62.3,Ekiti,Aiyekire (Gbonyin),NA
Penta 1 Coverage,2017,91.3,Ekiti,Efon,NA
Penta 1 Coverage,2017,81.5,Ekiti,Ekiti East,NA
Penta 1 Coverage,2017,97.3,Ekiti,Ekiti South West,NA
Penta 1 Coverage,2017,90.6,Ekiti,Ekiti West,NA
Penta 1 Coverage,2017,86.5,Ekiti,Emure,NA
Penta 1 Coverage,2017,131.9,Ekiti,Ido-Osi,NA
Penta 1 Coverage,2017,95.3,Ekiti,Ijero,NA
Penta 1 Coverage,2017,92.5,Ekiti,Ikere,NA
Penta 1 Coverage,2017,88.2,Ekiti,Ikole,NA
Penta 1 Coverage,2017,88.3,Ekiti,Ilejemeje,NA
Penta 1 Coverage,2017,78.9,Ekiti,Irepodun/Ifelodun,NA
Penta 1 Coverage,2017,90,Ekiti,Ise/Orun,NA
Penta 1 Coverage,2017,93.6,Ekiti,Moba,NA
Penta 1 Coverage,2017,85.4,Ekiti,Oye,NA
Penta 1 Coverage,2017,28.3,Enugu,Aninri,NA
Penta 1 Coverage,2017,29.2,Enugu,Awgu,NA
Penta 1 Coverage,2017,66.6,Enugu,Enugu East,NA
Penta 1 Coverage,2017,71,Enugu,Enugu North,NA
Penta 1 Coverage,2017,49.2,Enugu,Enugu South,NA
Penta 1 Coverage,2017,32.8,Enugu,Ezeagu,NA
Penta 1 Coverage,2017,85,Enugu,Igbo-Etiti,NA
Penta 1 Coverage,2017,91.8,Enugu,Igbo-Eze North,NA
Penta 1 Coverage,2017,47.2,Enugu,Igbo-Eze South,NA
Penta 1 Coverage,2017,67.5,Enugu,Isi-Uzo,NA
Penta 1 Coverage,2017,48,Enugu,Nkanu East,NA
Penta 1 Coverage,2017,88.5,Enugu,Nkanu West,NA
Penta 1 Coverage,2017,43.3,Enugu,Nsukka,NA
Penta 1 Coverage,2017,83.5,Enugu,Oji River,NA
Penta 1 Coverage,2017,63.2,Enugu,Udenu,NA
Penta 1 Coverage,2017,49.5,Enugu,Udi,NA
Penta 1 Coverage,2017,36.9,Enugu,Uzo-Uwani,NA
Penta 1 Coverage,2017,173.6,Federal Capital Territory,Abaji,NA
Penta 1 Coverage,2017,85.8,Federal Capital Territory,Abuja Municipal,NA
Penta 1 Coverage,2017,180.4,Federal Capital Territory,Bwari,NA
Penta 1 Coverage,2017,199.7,Federal Capital Territory,Gwagwalada,NA
Penta 1 Coverage,2017,187.4,Federal Capital Territory,Kuje,NA
Penta 1 Coverage,2017,199.2,Federal Capital Territory,Kwali,NA
Penta 1 Coverage,2017,107.7,Gombe,Akko,NA
Penta 1 Coverage,2017,98.7,Gombe,Balanga,NA
Penta 1 Coverage,2017,85,Gombe,Billiri,NA
Penta 1 Coverage,2017,70,Gombe,Dukku,NA
Penta 1 Coverage,2017,107.7,Gombe,Funakaye,NA
Penta 1 Coverage,2017,151.5,Gombe,Gombe,NA
Penta 1 Coverage,2017,102.4,Gombe,Kaltungo,NA
Penta 1 Coverage,2017,103.1,Gombe,Kwami,NA
Penta 1 Coverage,2017,79.1,Gombe,Nafada,NA
Penta 1 Coverage,2017,85.9,Gombe,Shongom,NA
Penta 1 Coverage,2017,64.4,Gombe,Yamaltu/Deba,NA
Penta 1 Coverage,2017,91.6,Imo,Aboh-Mbaise,NA
Penta 1 Coverage,2017,97.5,Imo,Ahiazu-Mbaise,NA
Penta 1 Coverage,2017,106.5,Imo,Ehime-Mbano,NA
Penta 1 Coverage,2017,98.3,Imo,Ezinihitte-Mbaise,NA
Penta 1 Coverage,2017,102,Imo,Ideato North,NA
Penta 1 Coverage,2017,75.9,Imo,Ideato South,NA
Penta 1 Coverage,2017,112.4,Imo,Ihitte/Uboma,NA
Penta 1 Coverage,2017,64.7,Imo,Ikeduru,NA
Penta 1 Coverage,2017,103.7,Imo,Isiala Mbano,NA
Penta 1 Coverage,2017,92.1,Imo,Isu,NA
Penta 1 Coverage,2017,87.5,Imo,Mbaitoli,NA
Penta 1 Coverage,2017,92.3,Imo,Ngor-Okpala,NA
Penta 1 Coverage,2017,99.8,Imo,Njaba,NA
Penta 1 Coverage,2017,101.4,Imo,Nkwerre,NA
Penta 1 Coverage,2017,77.3,Imo,Nwangele,NA
Penta 1 Coverage,2017,92.5,Imo,Obowo,NA
Penta 1 Coverage,2017,64.4,Imo,Oguta,NA
Penta 1 Coverage,2017,87,Imo,Ohaji/Egbema,NA
Penta 1 Coverage,2017,81.1,Imo,Okigwe,NA
Penta 1 Coverage,2017,86.6,Imo,Onuimo,NA
Penta 1 Coverage,2017,100.7,Imo,Orlu,NA
Penta 1 Coverage,2017,106.7,Imo,Orsu,NA
Penta 1 Coverage,2017,91.2,Imo,Oru East,NA
Penta 1 Coverage,2017,108,Imo,Oru West,NA
Penta 1 Coverage,2017,122.6,Imo,Owerri Municipal,NA
Penta 1 Coverage,2017,123.4,Imo,Owerri North,NA
Penta 1 Coverage,2017,124.3,Imo,Owerri West,NA
Penta 1 Coverage,2017,104.2,Jigawa,Auyo,NA
Penta 1 Coverage,2017,124.6,Jigawa,Babura,NA
Penta 1 Coverage,2017,105.3,Jigawa,Birnin Kudu,NA
Penta 1 Coverage,2017,132.4,Jigawa,Birniwa,NA
Penta 1 Coverage,2017,132.9,Jigawa,Buji,NA
Penta 1 Coverage,2017,120.3,Jigawa,Dutse,NA
Penta 1 Coverage,2017,152.7,Jigawa,Gagarawa,NA
Penta 1 Coverage,2017,123,Jigawa,Garki,NA
Penta 1 Coverage,2017,132,Jigawa,Gumel,NA
Penta 1 Coverage,2017,103.4,Jigawa,Guri,NA
Penta 1 Coverage,2017,91.9,Jigawa,Gwaram,NA
Penta 1 Coverage,2017,123.4,Jigawa,Gwiwa,NA
Penta 1 Coverage,2017,117,Jigawa,Hadejia,NA
Penta 1 Coverage,2017,112.8,Jigawa,Jahun,NA
Penta 1 Coverage,2017,116.4,Jigawa,Kafin Hausa,NA
Penta 1 Coverage,2017,109.2,Jigawa,Kaugama,NA
Penta 1 Coverage,2017,143,Jigawa,Kazaure,NA
Penta 1 Coverage,2017,126.1,Jigawa,Kiri Kasamma,NA
Penta 1 Coverage,2017,124,Jigawa,Kiyawa,NA
Penta 1 Coverage,2017,108.9,Jigawa,Maigatari,NA
Penta 1 Coverage,2017,103,Jigawa,Malam Madori,NA
Penta 1 Coverage,2017,127.2,Jigawa,Miga,NA
Penta 1 Coverage,2017,108.6,Jigawa,Ringim,NA
Penta 1 Coverage,2017,116.6,Jigawa,Roni,NA
Penta 1 Coverage,2017,131.8,Jigawa,Sule-Tankarkar,NA
Penta 1 Coverage,2017,100.4,Jigawa,Taura,NA
Penta 1 Coverage,2017,148.6,Jigawa,Yankwashi,NA
Penta 1 Coverage,2017,131.6,Kaduna,Birnin Gwari,NA
Penta 1 Coverage,2017,115.2,Kaduna,Chikun,NA
Penta 1 Coverage,2017,154.1,Kaduna,Giwa,NA
Penta 1 Coverage,2017,104.4,Kaduna,Igabi,NA
Penta 1 Coverage,2017,167.5,Kaduna,Ikara,NA
Penta 1 Coverage,2017,113.4,Kaduna,Jaba,NA
Penta 1 Coverage,2017,116.6,Kaduna,Jema'a,NA
Penta 1 Coverage,2017,103.9,Kaduna,Kachia,NA
Penta 1 Coverage,2017,75.4,Kaduna,Kaduna North,NA
Penta 1 Coverage,2017,107,Kaduna,Kaduna South,NA
Penta 1 Coverage,2017,131.6,Kaduna,Kagarko,NA
Penta 1 Coverage,2017,166.9,Kaduna,Kajuru,NA
Penta 1 Coverage,2017,100.1,Kaduna,Kaura,NA
Penta 1 Coverage,2017,184.4,Kaduna,Kauru,NA
Penta 1 Coverage,2017,92.7,Kaduna,Kubau,NA
Penta 1 Coverage,2017,128.5,Kaduna,Kudan,NA
Penta 1 Coverage,2017,140.2,Kaduna,Lere,NA
Penta 1 Coverage,2017,159.7,Kaduna,Makarfi,NA
Penta 1 Coverage,2017,119.9,Kaduna,Sabon Gari,NA
Penta 1 Coverage,2017,96.3,Kaduna,Sanga,NA
Penta 1 Coverage,2017,139.5,Kaduna,Soba,NA
Penta 1 Coverage,2017,112.5,Kaduna,Zangon Kataf,NA
Penta 1 Coverage,2017,105.1,Kaduna,Zaria,NA
Penta 1 Coverage,2017,62.5,Kebbi,Aleiro,NA
Penta 1 Coverage,2017,37.8,Kebbi,Arewa,NA
Penta 1 Coverage,2017,97.1,Kebbi,Argungu,NA
Penta 1 Coverage,2017,56.9,Kebbi,Augie,NA
Penta 1 Coverage,2017,46.7,Kebbi,Bagudo,NA
Penta 1 Coverage,2017,74.6,Kebbi,Birnin Kebbi,NA
Penta 1 Coverage,2017,91.4,Kebbi,Bunza,NA
Penta 1 Coverage,2017,46.6,Kebbi,Dandi,NA
Penta 1 Coverage,2017,84.7,Kebbi,Danko/Wasagu,NA
Penta 1 Coverage,2017,91.9,Kebbi,Fakai,NA
Penta 1 Coverage,2017,88.6,Kebbi,Gwandu,NA
Penta 1 Coverage,2017,73.3,Kebbi,Jega,NA
Penta 1 Coverage,2017,95.6,Kebbi,Kalgo,NA
Penta 1 Coverage,2017,39.4,Kebbi,Koko/Besse,NA
Penta 1 Coverage,2017,83.3,Kebbi,Maiyama,NA
Penta 1 Coverage,2017,52,Kebbi,Ngaski,NA
Penta 1 Coverage,2017,67.8,Kebbi,Sakaba,NA
Penta 1 Coverage,2017,86.8,Kebbi,Shanga,NA
Penta 1 Coverage,2017,73.1,Kebbi,Suru,NA
Penta 1 Coverage,2017,119.9,Kebbi,Yauri,NA
Penta 1 Coverage,2017,66.1,Kebbi,Zuru,NA
Penta 1 Coverage,2017,96.3,Kano,Ajingi,NA
Penta 1 Coverage,2017,81.2,Kano,Albasu,NA
Penta 1 Coverage,2017,98.5,Kano,Bagwai,NA
Penta 1 Coverage,2017,106.4,Kano,Bebeji,NA
Penta 1 Coverage,2017,102,Kano,Bichi,NA
