Indicator,Year,Values,State,LGA,Months
Men A Coverage,2020,35,Abia,Umunneochi,NA
Men A Coverage,2020,87.5,Adamawa,Demsa,NA
Men A Coverage,2020,90.6,Adamawa,Fufore,NA
Men A Coverage,2020,98.7,Adamawa,Ganye,NA
Men A Coverage,2020,67.5,Adamawa,Girei,NA
Men A Coverage,2020,114.4,Adamawa,Gombi,NA
Men A Coverage,2020,75.2,Adamawa,Guyuk,NA
Men A Coverage,2020,113.8,Adamawa,Hong,NA
Men A Coverage,2020,97.4,Adamawa,Jada,NA
Men A Coverage,2020,99.1,Adamawa,Lamurde,NA
Men A Coverage,2020,72.3,Adamawa,Madagali,NA
Men A Coverage,2020,99.9,Adamawa,Maiha,NA
Men A Coverage,2020,85.4,Adamawa,Mayo-Belwa,NA
Men A Coverage,2020,110,Adamawa,Michika,NA
Men A Coverage,2020,79.3,Adamawa,Mubi North,NA
Men A Coverage,2020,70.1,Adamawa,Mubi South,NA
Men A Coverage,2020,62.6,Adamawa,Numan,NA
Men A Coverage,2020,83.2,Adamawa,Shelleng,NA
Men A Coverage,2020,81.5,Adamawa,Song,NA
Men A Coverage,2020,136,Adamawa,Toungo,NA
Men A Coverage,2020,86.1,Adamawa,Yola North,NA
Men A Coverage,2020,80.1,Adamawa,Yola South,NA
Men A Coverage,2020,77.3,Akwa-Ibom,Abak,NA
Men A Coverage,2020,66.1,Akwa-Ibom,Eastern Obolo,NA
Men A Coverage,2020,57.7,Akwa-Ibom,Eket,NA
Men A Coverage,2020,50.8,Akwa-Ibom,Esit Eket,NA
Men A Coverage,2020,53.1,Akwa-Ibom,Essien Udim,NA
Men A Coverage,2020,40,Akwa-Ibom,Etim Ekpo,NA
Men A Coverage,2020,48.5,Akwa-Ibom,Etinan,NA
Men A Coverage,2020,63.5,Akwa-Ibom,Ibeno,NA
Men A Coverage,2020,39.4,Akwa-Ibom,Ibesikpo Asutan,NA
Men A Coverage,2020,44.1,Akwa-Ibom,Ibiono Ibom,NA
Men A Coverage,2020,80.7,Akwa-Ibom,Ika,NA
Men A Coverage,2020,72.3,Akwa-Ibom,Ikono,NA
Men A Coverage,2020,58.3,Akwa-Ibom,Ikot Abasi,NA
Men A Coverage,2020,52,Akwa-Ibom,Ikot Ekpene,NA
Men A Coverage,2020,52.1,Akwa-Ibom,Ini,NA
Men A Coverage,2020,54.8,Akwa-Ibom,Itu,NA
Men A Coverage,2020,71.7,Akwa-Ibom,Mbo,NA
Men A Coverage,2020,98,Akwa-Ibom,Mkpat Enin,NA
Men A Coverage,2020,73.7,Akwa-Ibom,Nsit Atai,NA
Men A Coverage,2020,91.2,Akwa-Ibom,Nsit Ibom,NA
Men A Coverage,2020,27.3,Akwa-Ibom,Nsit Ubium,NA
Men A Coverage,2020,86.8,Akwa-Ibom,Obot Akara,NA
Men A Coverage,2020,56.9,Akwa-Ibom,Okobo,NA
Men A Coverage,2020,64.7,Akwa-Ibom,Onna,NA
Men A Coverage,2020,65.2,Akwa-Ibom,Oron,NA
Men A Coverage,2020,43.6,Akwa-Ibom,Oruk Anam,NA
Men A Coverage,2020,23.9,Akwa-Ibom,Udung Uko,NA
Men A Coverage,2020,46.5,Akwa-Ibom,Ukanafun,NA
Men A Coverage,2020,43.8,Akwa-Ibom,Uruan,NA
Men A Coverage,2020,58.7,Akwa-Ibom,Urue-Offong/Oruko,NA
Men A Coverage,2020,0.35,Akwa-Ibom,Uyo,NA
Men A Coverage,2020,62.3,Anambra,Aguata,NA
Men A Coverage,2020,78.5,Anambra,Anambra East,NA
Men A Coverage,2020,17.5,Anambra,Anambra West,NA
Men A Coverage,2020,58.8,Anambra,Anaocha,NA
Men A Coverage,2020,48,Anambra,Awka North,NA
Men A Coverage,2020,80.6,Anambra,Awka South,NA
Men A Coverage,2020,61.7,Anambra,Ayamelum,NA
Men A Coverage,2020,37.6,Anambra,Dunukofia,NA
Men A Coverage,2020,50.3,Anambra,Ekwusigo,NA
Men A Coverage,2020,78.3,Anambra,Idemili North,NA
Men A Coverage,2020,71.6,Anambra,Idemili South,NA
Men A Coverage,2020,53,Anambra,Ihiala,NA
Men A Coverage,2020,52.8,Anambra,Njikoka,NA
Men A Coverage,2020,105.1,Anambra,Nnewi North,NA
Men A Coverage,2020,166.3,Anambra,Nnewi South,NA
Men A Coverage,2020,44.7,Anambra,Ogbaru,NA
Men A Coverage,2020,129.5,Anambra,Onitsha North,NA
Men A Coverage,2020,61.1,Anambra,Onitsha South,NA
Men A Coverage,2020,36,Anambra,Orumba North,NA
Men A Coverage,2020,48.3,Anambra,Orumba South,NA
Men A Coverage,2020,65.8,Anambra,Oyi,NA
Men A Coverage,2020,63.7,Bauchi,Alkaleri,NA
Men A Coverage,2020,56.1,Bauchi,Bauchi,NA
Men A Coverage,2020,82,Bauchi,Bogoro,NA
Men A Coverage,2020,67.6,Bauchi,Dambam,NA
Men A Coverage,2020,52.2,Bauchi,Darazo,NA
Men A Coverage,2020,92.1,Bauchi,Dass,NA
Men A Coverage,2020,52.7,Bauchi,Gamawa,NA
Men A Coverage,2020,84.3,Bauchi,Ganjuwa,NA
Men A Coverage,2020,79,Bauchi,Giade,NA
Men A Coverage,2020,40.6,Bauchi,Itas/Gadau,NA
Men A Coverage,2020,61.3,Bauchi,Jama'are,NA
Men A Coverage,2020,58.8,Bauchi,Katagum,NA
Men A Coverage,2020,49.1,Bauchi,Kirfi,NA
Men A Coverage,2020,46.2,Bauchi,Misau,NA
Men A Coverage,2020,51.6,Bauchi,Ningi,NA
Men A Coverage,2020,52.2,Bauchi,Shira,NA
Men A Coverage,2020,76,Bauchi,Tafawa-Balewa,NA
Men A Coverage,2020,77.5,Bauchi,Toro,NA
Men A Coverage,2020,68,Bauchi,Warji,NA
Men A Coverage,2020,97.8,Bauchi,Zaki,NA
Men A Coverage,2020,21.9,Benue,Ado,NA
Men A Coverage,2020,66.3,Benue,Agatu,NA
Men A Coverage,2020,65.1,Benue,Apa,NA
Men A Coverage,2020,41.4,Benue,Buruku,NA
Men A Coverage,2020,17,Benue,Gboko,NA
Men A Coverage,2020,29.8,Benue,Guma,NA
Men A Coverage,2020,34.8,Benue,Gwer East,NA
Men A Coverage,2020,38.3,Benue,Gwer West,NA
Men A Coverage,2020,53.2,Benue,Katsina-Ala,NA
Men A Coverage,2020,23.2,Benue,Konshisha,NA
Men A Coverage,2020,40.7,Benue,Kwande,NA
Men A Coverage,2020,69.2,Benue,Logo,NA
Men A Coverage,2020,41.8,Benue,Makurdi,NA
Men A Coverage,2020,75.6,Benue,Obi,NA
Men A Coverage,2020,51.3,Benue,Ogbadibo,NA
Men A Coverage,2020,41.9,Benue,Ohimini,NA
Men A Coverage,2020,54.3,Benue,Oju,NA
Men A Coverage,2020,3.6,Benue,Okpokwu,NA
Men A Coverage,2020,45.3,Benue,Otukpo,NA
Men A Coverage,2020,58.3,Benue,Tarka,NA
Men A Coverage,2020,25.1,Benue,Ukum,NA
Men A Coverage,2020,56.3,Benue,Ushongo,NA
Men A Coverage,2020,43.4,Benue,Vandeikya,NA
Men A Coverage,2020,103,Borno,Askira/Uba,NA
Men A Coverage,2020,28.3,Borno,Bama,NA
Men A Coverage,2020,161.5,Borno,Bayo,NA
Men A Coverage,2020,148.4,Borno,Biu,NA
Men A Coverage,2020,129.3,Borno,Chibok,NA
Men A Coverage,2020,0.68,Borno,Damboa,NA
Men A Coverage,2020,34.1,Borno,Dikwa,NA
Men A Coverage,2020,59.6,Borno,Gwoza,NA
Men A Coverage,2020,102.8,Borno,Hawul,NA
Men A Coverage,2020,151,Borno,Jere,NA
Men A Coverage,2020,43.8,Borno,Kaga,NA
Men A Coverage,2020,50,Borno,Kala/Balge,NA
Men A Coverage,2020,71,Borno,Konduga,NA
Men A Coverage,2020,208.4,Borno,Kwaya Kusar,NA
Men A Coverage,2020,91.9,Borno,Mafa,NA
Men A Coverage,2020,59.1,Borno,Magumeri,NA
Men A Coverage,2020,57.2,Borno,Maiduguri,NA
Men A Coverage,2020,17.7,Borno,Mobbar,NA
Men A Coverage,2020,126.5,Borno,Monguno,NA
Men A Coverage,2020,42.8,Borno,Ngala,NA
Men A Coverage,2020,57.1,Borno,Nganzai,NA
Men A Coverage,2020,124.2,Borno,Shani,NA
Men A Coverage,2020,14,Bayelsa,Brass,NA
Men A Coverage,2020,17.4,Bayelsa,Ekeremor,NA
Men A Coverage,2020,14.9,Bayelsa,Kolokuma/Opokuma,NA
Men A Coverage,2020,31,Bayelsa,Nembe,NA
Men A Coverage,2020,16.1,Bayelsa,Ogbia,NA
Men A Coverage,2020,17.2,Bayelsa,Sagbama,NA
Men A Coverage,2020,10.5,Bayelsa,Southern Ijaw,NA
Men A Coverage,2020,47.9,Bayelsa,Yenagoa,NA
Men A Coverage,2020,102.2,Cross River,Abi,NA
Men A Coverage,2020,99.2,Cross River,Akamkpa,NA
Men A Coverage,2020,85,Cross River,Akpabuyo,NA
Men A Coverage,2020,145.7,Cross River,Bakassi,NA
Men A Coverage,2020,79.6,Cross River,Bekwarra,NA
Men A Coverage,2020,85.4,Cross River,Biase,NA
Men A Coverage,2020,84.1,Cross River,Boki,NA
Men A Coverage,2020,78.5,Cross River,Calabar Municipal,NA
Men A Coverage,2020,76.7,Cross River,Calabar South,NA
Men A Coverage,2020,98.2,Cross River,Etung,NA
Men A Coverage,2020,49.3,Cross River,Ikom,NA
Men A Coverage,2020,48.9,Cross River,Obanliku,NA
Men A Coverage,2020,31.4,Cross River,Obubra,NA
Men A Coverage,2020,87.9,Cross River,Obudu,NA
Men A Coverage,2020,69.1,Cross River,Odukpani,NA
Men A Coverage,2020,86.8,Cross River,Ogoja,NA
Men A Coverage,2020,93.8,Cross River,Yakurr,NA
Men A Coverage,2020,51.6,Cross River,Yala,NA
Men A Coverage,2020,106.7,Delta,Aniocha North,NA
Men A Coverage,2020,63.4,Delta,Aniocha South,NA
Men A Coverage,2020,133.6,Delta,Bomadi,NA
Men A Coverage,2020,52.9,Delta,Burutu,NA
Men A Coverage,2020,49.8,Delta,Ethiope East,NA
Men A Coverage,2020,59.6,Delta,Ethiope West,NA
Men A Coverage,2020,85.4,Delta,Ika North East,NA
Men A Coverage,2020,85.5,Delta,Ika South,NA
Men A Coverage,2020,69.7,Delta,Isoko North,NA
Men A Coverage,2020,85.2,Delta,Isoko South,NA
Men A Coverage,2020,36.1,Delta,Ndokwa East,NA
Men A Coverage,2020,65.7,Delta,Ndokwa West,NA
Men A Coverage,2020,25.8,Delta,Okpe,NA
Men A Coverage,2020,57.6,Delta,Oshimili North,NA
Men A Coverage,2020,113.5,Delta,Oshimili South,NA
Men A Coverage,2020,46.5,Delta,Patani,NA
Men A Coverage,2020,53.7,Delta,Sapele,NA
Men A Coverage,2020,80.1,Delta,Udu,NA
Men A Coverage,2020,101.9,Delta,Ughelli North,NA
Men A Coverage,2020,65.2,Delta,Ughelli South,NA
Men A Coverage,2020,81.4,Delta,Ukwuani,NA
Men A Coverage,2020,104,Delta,Uvwie,NA
Men A Coverage,2020,87.8,Delta,Warri North,NA
Men A Coverage,2020,47.7,Delta,Warri South,NA
Men A Coverage,2020,101.4,Delta,Warri South West,NA
Men A Coverage,2020,84.3,Ebonyi,Abakaliki,NA
Men A Coverage,2020,146.2,Ebonyi,Afikpo North,NA
Men A Coverage,2020,85.7,Ebonyi,Afikpo South,NA
Men A Coverage,2020,124.7,Ebonyi,Ebonyi,NA
Men A Coverage,2020,53.9,Ebonyi,Ezza North,NA
Men A Coverage,2020,61.6,Ebonyi,Ezza South,NA
Men A Coverage,2020,42.7,Ebonyi,Ikwo,NA
Men A Coverage,2020,28.5,Ebonyi,Ishielu,NA
Men A Coverage,2020,50.4,Ebonyi,Ivo,NA
Men A Coverage,2020,75.8,Ebonyi,Izzi,NA
Men A Coverage,2020,77.4,Ebonyi,Ohaozara,NA
Men A Coverage,2020,55.8,Ebonyi,Ohaukwu,NA
Men A Coverage,2020,51.8,Ebonyi,Onicha,NA
Men A Coverage,2020,55.3,Edo,Akoko-Edo,NA
Men A Coverage,2020,43.6,Edo,Egor,NA
Men A Coverage,2020,56,Edo,Esan Central,NA
Men A Coverage,2020,48.3,Edo,Esan North-East,NA
Men A Coverage,2020,60.5,Edo,Esan South-East,NA
Men A Coverage,2020,45.6,Edo,Esan West,NA
Men A Coverage,2020,54.7,Edo,Etsako Central,NA
Men A Coverage,2020,34.9,Edo,Etsako East,NA
Men A Coverage,2020,59.8,Edo,Etsako West,NA
Men A Coverage,2020,23.6,Edo,Igueben,NA
Men A Coverage,2020,71.8,Edo,Ikpoba-Okha,NA
Men A Coverage,2020,46.9,Edo,Oredo,NA
Men A Coverage,2020,14.4,Edo,Orhionmwon,NA
Men A Coverage,2020,42.2,Edo,Ovia North-East,NA
Men A Coverage,2020,47.3,Edo,Ovia South-West,NA
Men A Coverage,2020,28.1,Edo,Owan East,NA
Men A Coverage,2020,23.6,Edo,Owan West,NA
Men A Coverage,2020,49.2,Edo,Uhunmwonde,NA
Men A Coverage,2020,66.8,Ekiti,Ado Ekiti,NA
Men A Coverage,2020,28.8,Ekiti,Aiyekire (Gbonyin),NA
Men A Coverage,2020,68.8,Ekiti,Efon,NA
Men A Coverage,2020,39.1,Ekiti,Ekiti East,NA
Men A Coverage,2020,53.2,Ekiti,Ekiti South West,NA
Men A Coverage,2020,37.5,Ekiti,Ekiti West,NA
Men A Coverage,2020,50.9,Ekiti,Emure,NA
Men A Coverage,2020,20,Ekiti,Ido-Osi,NA
Men A Coverage,2020,63.8,Ekiti,Ijero,NA
Men A Coverage,2020,39.6,Ekiti,Ikere,NA
Men A Coverage,2020,33.6,Ekiti,Ikole,NA
Men A Coverage,2020,45.9,Ekiti,Ilejemeje,NA
Men A Coverage,2020,63.2,Ekiti,Irepodun/Ifelodun,NA
Men A Coverage,2020,71.8,Ekiti,Ise/Orun,NA
Men A Coverage,2020,61.2,Ekiti,Moba,NA
Men A Coverage,2020,21.8,Ekiti,Oye,NA
Men A Coverage,2020,17.6,Enugu,Aninri,NA
Men A Coverage,2020,45.4,Enugu,Awgu,NA
Men A Coverage,2020,68.4,Enugu,Enugu East,NA
Men A Coverage,2020,85.5,Enugu,Enugu North,NA
Men A Coverage,2020,58.6,Enugu,Enugu South,NA
Men A Coverage,2020,50.6,Enugu,Igbo-Etiti,NA
Men A Coverage,2020,48.6,Enugu,Igbo-Eze North,NA
Men A Coverage,2020,63.8,Enugu,Igbo-Eze South,NA
Men A Coverage,2020,27.8,Enugu,Isi-Uzo,NA
Men A Coverage,2020,32.5,Enugu,Nkanu East,NA
Men A Coverage,2020,42.6,Enugu,Nkanu West,NA
Men A Coverage,2020,52.1,Enugu,Nsukka,NA
Men A Coverage,2020,36.7,Enugu,Oji River,NA
Men A Coverage,2020,69.1,Enugu,Udenu,NA
Men A Coverage,2020,68.1,Enugu,Udi,NA
Men A Coverage,2020,25.2,Enugu,Uzo-Uwani,NA
Men A Coverage,2020,178.5,Federal Capital Territory,Abaji,NA
Men A Coverage,2020,64.7,Federal Capital Territory,Abuja Municipal,NA
Men A Coverage,2020,115.1,Federal Capital Territory,Bwari,NA
Men A Coverage,2020,155.2,Federal Capital Territory,Gwagwalada,NA
Men A Coverage,2020,211.6,Federal Capital Territory,Kuje,NA
Men A Coverage,2020,157.6,Federal Capital Territory,Kwali,NA
Men A Coverage,2020,10.7,Gombe,Akko,NA
Men A Coverage,2020,57.7,Gombe,Balanga,NA
Men A Coverage,2020,28,Gombe,Billiri,NA
Men A Coverage,2020,81.5,Gombe,Dukku,NA
Men A Coverage,2020,80.3,Gombe,Funakaye,NA
Men A Coverage,2020,90.7,Gombe,Gombe,NA
Men A Coverage,2020,54,Gombe,Kaltungo,NA
Men A Coverage,2020,63.3,Gombe,Kwami,NA
Men A Coverage,2020,65.6,Gombe,Nafada,NA
Men A Coverage,2020,44.4,Gombe,Shongom,NA
Men A Coverage,2020,98.5,Gombe,Yamaltu/Deba,NA
Men A Coverage,2020,52.3,Imo,Aboh-Mbaise,NA
Men A Coverage,2020,74.7,Imo,Ahiazu-Mbaise,NA
Men A Coverage,2020,93.5,Imo,Ehime-Mbano,NA
Men A Coverage,2020,68.6,Imo,Ezinihitte-Mbaise,NA
Men A Coverage,2020,47.9,Imo,Ideato North,NA
Men A Coverage,2020,44.5,Imo,Ideato South,NA
Men A Coverage,2020,92.6,Imo,Ihitte/Uboma,NA
Men A Coverage,2020,128.6,Imo,Ikeduru,NA
Men A Coverage,2020,93.2,Imo,Isiala Mbano,NA
Men A Coverage,2020,45.9,Imo,Isu,NA
Men A Coverage,2020,77,Imo,Mbaitoli,NA
Men A Coverage,2020,43.7,Imo,Ngor-Okpala,NA
Men A Coverage,2020,63.3,Imo,Njaba,NA
Men A Coverage,2020,104.8,Imo,Nkwerre,NA
Men A Coverage,2020,47.9,Imo,Nwangele,NA
Men A Coverage,2020,111.3,Imo,Obowo,NA
Men A Coverage,2020,38.3,Imo,Oguta,NA
Men A Coverage,2020,47.7,Imo,Ohaji/Egbema,NA
Men A Coverage,2020,53.8,Imo,Okigwe,NA
Men A Coverage,2020,65.3,Imo,Onuimo,NA
Men A Coverage,2020,79.2,Imo,Orlu,NA
Men A Coverage,2020,57.4,Imo,Orsu,NA
Men A Coverage,2020,56.9,Imo,Oru East,NA
Men A Coverage,2020,70.9,Imo,Oru West,NA
Men A Coverage,2020,124.1,Imo,Owerri Municipal,NA
Men A Coverage,2020,71.3,Imo,Owerri North,NA
Men A Coverage,2020,111.5,Imo,Owerri West,NA
Men A Coverage,2020,65.6,Jigawa,Auyo,NA
Men A Coverage,2020,65.8,Jigawa,Babura,NA
Men A Coverage,2020,75.2,Jigawa,Birnin Kudu,NA
Men A Coverage,2020,69.5,Jigawa,Birniwa,NA
Men A Coverage,2020,90,Jigawa,Buji,NA
Men A Coverage,2020,95.9,Jigawa,Dutse,NA
Men A Coverage,2020,115.8,Jigawa,Gagarawa,NA
Men A Coverage,2020,123.6,Jigawa,Garki,NA
Men A Coverage,2020,64.4,Jigawa,Gumel,NA
Men A Coverage,2020,82.6,Jigawa,Guri,NA
Men A Coverage,2020,98.4,Jigawa,Gwaram,NA
Men A Coverage,2020,73.3,Jigawa,Gwiwa,NA
Men A Coverage,2020,64.7,Jigawa,Hadejia,NA
Men A Coverage,2020,97.9,Jigawa,Jahun,NA
Men A Coverage,2020,61.1,Jigawa,Kafin Hausa,NA
Men A Coverage,2020,113.4,Jigawa,Kaugama,NA
Men A Coverage,2020,71.6,Jigawa,Kazaure,NA
Men A Coverage,2020,79.2,Jigawa,Kiri Kasamma,NA
Men A Coverage,2020,119,Jigawa,Kiyawa,NA
Men A Coverage,2020,60.3,Jigawa,Maigatari,NA
Men A Coverage,2020,72.3,Jigawa,Malam Madori,NA
Men A Coverage,2020,101.7,Jigawa,Miga,NA
Men A Coverage,2020,107.3,Jigawa,Ringim,NA
Men A Coverage,2020,113,Jigawa,Roni,NA
Men A Coverage,2020,90.5,Jigawa,Sule-Tankarkar,NA
Men A Coverage,2020,104,Jigawa,Taura,NA
Men A Coverage,2020,94.9,Jigawa,Yankwashi,NA
Men A Coverage,2020,62.1,Kaduna,Birnin Gwari,NA
Men A Coverage,2020,78.4,Kaduna,Chikun,NA
Men A Coverage,2020,133.2,Kaduna,Giwa,NA
Men A Coverage,2020,63.7,Kaduna,Igabi,NA
Men A Coverage,2020,165.4,Kaduna,Ikara,NA
Men A Coverage,2020,39.5,Kaduna,Jaba,NA
Men A Coverage,2020,43.8,Kaduna,Jema'a,NA
Men A Coverage,2020,35.2,Kaduna,Kachia,NA
Men A Coverage,2020,37.5,Kaduna,Kaduna North,NA
Men A Coverage,2020,39.9,Kaduna,Kaduna South,NA
Men A Coverage,2020,61.8,Kaduna,Kagarko,NA
Men A Coverage,2020,75,Kaduna,Kajuru,NA
Men A Coverage,2020,46.2,Kaduna,Kaura,NA
Men A Coverage,2020,122.7,Kaduna,Kauru,NA
Men A Coverage,2020,117.1,Kaduna,Kubau,NA
Men A Coverage,2020,84.6,Kaduna,Kudan,NA
Men A Coverage,2020,111.8,Kaduna,Lere,NA
Men A Coverage,2020,114.9,Kaduna,Makarfi,NA
Men A Coverage,2020,52.3,Kaduna,Sabon Gari,NA
Men A Coverage,2020,67.3,Kaduna,Sanga,NA
Men A Coverage,2020,162.1,Kaduna,Soba,NA
Men A Coverage,2020,76,Kaduna,Zangon Kataf,NA
Men A Coverage,2020,75,Kaduna,Zaria,NA
Men A Coverage,2020,101.4,Kebbi,Aleiro,NA
Men A Coverage,2020,47.1,Kebbi,Arewa,NA
Men A Coverage,2020,91.7,Kebbi,Argungu,NA
Men A Coverage,2020,77.9,Kebbi,Augie,NA
Men A Coverage,2020,87.2,Kebbi,Bagudo,NA
Men A Coverage,2020,64.2,Kebbi,Birnin Kebbi,NA
Men A Coverage,2020,116.8,Kebbi,Bunza,NA
Men A Coverage,2020,86,Kebbi,Dandi,NA
Men A Coverage,2020,125,Kebbi,Danko/Wasagu,NA
Men A Coverage,2020,84.6,Kebbi,Fakai,NA
Men A Coverage,2020,104.3,Kebbi,Gwandu,NA
Men A Coverage,2020,59.3,Kebbi,Jega,NA
Men A Coverage,2020,106.5,Kebbi,Kalgo,NA
Men A Coverage,2020,126.7,Kebbi,Koko/Besse,NA
Men A Coverage,2020,77.4,Kebbi,Maiyama,NA
Men A Coverage,2020,112.7,Kebbi,Ngaski,NA
Men A Coverage,2020,106.2,Kebbi,Sakaba,NA
Men A Coverage,2020,129.6,Kebbi,Shanga,NA
Men A Coverage,2020,72.5,Kebbi,Suru,NA
Men A Coverage,2020,140,Kebbi,Yauri,NA
Men A Coverage,2020,165.9,Kebbi,Zuru,NA
Men A Coverage,2020,76.2,Kano,Ajingi,NA
Men A Coverage,2020,71.9,Kano,Albasu,NA
Men A Coverage,2020,72.5,Kano,Bagwai,NA
Men A Coverage,2020,77.4,Kano,Bebeji,NA
Men A Coverage,2020,71.2,Kano,Bichi,NA
Men A Coverage,2020,94.7,Kano,Bunkure,NA
Men A Coverage,2020,20.4,Kano,Dala,NA
Men A Coverage,2020,83.2,Kano,Danbatta,NA
Men A Coverage,2020,69.6,Kano,Dawakin Kudu,NA
Men A Coverage,2020,69.4,Kano,Dawakin Tofa,NA
Men A Coverage,2020,110.3,Kano,Doguwa,NA
Men A Coverage,2020,72.3,Kano,Fagge,NA
Men A Coverage,2020,87.7,Kano,Gabasawa,NA
Men A Coverage,2020,101.2,Kano,Garko,NA
Men A Coverage,2020,89.9,Kano,Garum Mallam,NA
Men A Coverage,2020,89.3,Kano,Gaya,NA
Men A Coverage,2020,64,Kano,Gezawa,NA
Men A Coverage,2020,75.3,Kano,Gwale,NA
Men A Coverage,2020,81.4,Kano,Gwarzo,NA
Men A Coverage,2020,71.9,Kano,Kabo,NA
Men A Coverage,2020,33.1,Kano,Kano Municipal,NA
Men A Coverage,2020,72.4,Kano,Karaye,NA
Men A Coverage,2020,76.8,Kano,Kibiya,NA
Men A Coverage,2020,60.4,Kano,Kiru,NA
Men A Coverage,2020,77.6,Kano,Kumbotso,NA
Men A Coverage,2020,82.7,Kano,Kunchi,NA
Men A Coverage,2020,108.6,Kano,Kura,NA
Men A Coverage,2020,84.7,Kano,Madobi,NA
Men A Coverage,2020,56.8,Kano,Makoda,NA
Men A Coverage,2020,49.2,Kano,Minjibir,NA
Men A Coverage,2020,75.7,Kano,Nasarawa,NA
Men A Coverage,2020,94.2,Kano,Rano,NA
Men A Coverage,2020,82.7,Kano,Rimin Gado,NA
Men A Coverage,2020,73.8,Kano,Rogo,NA
Men A Coverage,2020,81.7,Kano,Shanono,NA
Men A Coverage,2020,83.7,Kano,Sumaila,NA
Men A Coverage,2020,96.5,Kano,Takai,NA
Men A Coverage,2020,63.1,Kano,Tarauni,NA
Men A Coverage,2020,74.2,Kano,Tofa,NA
Men A Coverage,2020,74.2,Kano,Tsanyawa,NA
Men A Coverage,2020,97.6,Kano,Tudun Wada,NA
Men A Coverage,2020,77,Kano,Ungogo,NA
Men A Coverage,2020,63,Kano,Warawa,NA
Men A Coverage,2020,62.4,Kano,Wudil,NA
Men A Coverage,2020,47.6,Kogi,Adavi,NA
Men A Coverage,2020,0.6,Kogi,Ajaokuta,NA
Men A Coverage,2020,89.7,Kogi,Ankpa,NA
Men A Coverage,2020,9.1,Kogi,Bassa,NA
Men A Coverage,2020,0.94,Kogi,Dekina,NA
Men A Coverage,2020,20.4,Kogi,Ibaji,NA
Men A Coverage,2020,89.5,Kogi,Idah,NA
Men A Coverage,2020,45.1,Kogi,Igalamela-Odolu,NA
Men A Coverage,2020,52.7,Kogi,Ijumu,NA
Men A Coverage,2020,86.5,Kogi,Kabba/Bunu,NA
Men A Coverage,2020,6.1,Kogi,Kogi,NA
