Indicator,Year,Values,State,LGA,Months
Measles 1 Dose Coverage (Annualized),2017,82,Anambra,Anaocha,NA
Measles 1 Dose Coverage (Annualized),2017,88.8,Anambra,Awka North,NA
Measles 1 Dose Coverage (Annualized),2017,107.7,Anambra,Awka South,NA
Measles 1 Dose Coverage (Annualized),2017,85.6,Anambra,Ayamelum,NA
Measles 1 Dose Coverage (Annualized),2017,106.5,Anambra,Dunukofia,NA
Measles 1 Dose Coverage (Annualized),2017,104.6,Anambra,Ekwusigo,NA
Measles 1 Dose Coverage (Annualized),2017,76.6,Anambra,Idemili North,NA
Measles 1 Dose Coverage (Annualized),2017,90.9,Anambra,Idemili South,NA
Measles 1 Dose Coverage (Annualized),2017,64.9,Anambra,Ihiala,NA
Measles 1 Dose Coverage (Annualized),2017,79.9,Anambra,Njikoka,NA
Measles 1 Dose Coverage (Annualized),2017,104.4,Anambra,Nnewi North,NA
Measles 1 Dose Coverage (Annualized),2017,129.3,Anambra,Nnewi South,NA
Measles 1 Dose Coverage (Annualized),2017,101.3,Anambra,Ogbaru,NA
Measles 1 Dose Coverage (Annualized),2017,200.6,Anambra,Onitsha North,NA
Measles 1 Dose Coverage (Annualized),2017,83.8,Anambra,Onitsha South,NA
Measles 1 Dose Coverage (Annualized),2017,107.7,Anambra,Orumba North,NA
Measles 1 Dose Coverage (Annualized),2017,110,Anambra,Orumba South,NA
Measles 1 Dose Coverage (Annualized),2017,94.2,Anambra,Oyi,NA
Measles 1 Dose Coverage (Annualized),2017,69.1,Bauchi,Alkaleri,NA
Measles 1 Dose Coverage (Annualized),2017,97.1,Bauchi,Bauchi,NA
Measles 1 Dose Coverage (Annualized),2017,102.8,Bauchi,Bogoro,NA
Measles 1 Dose Coverage (Annualized),2017,88.4,Bauchi,Dambam,NA
Measles 1 Dose Coverage (Annualized),2017,87.5,Bauchi,Darazo,NA
Measles 1 Dose Coverage (Annualized),2017,114.1,Bauchi,Dass,NA
Measles 1 Dose Coverage (Annualized),2017,73.9,Bauchi,Gamawa,NA
Measles 1 Dose Coverage (Annualized),2017,96.7,Bauchi,Ganjuwa,NA
Measles 1 Dose Coverage (Annualized),2017,96,Bauchi,Giade,NA
Measles 1 Dose Coverage (Annualized),2017,66.3,Bauchi,Itas/Gadau,NA
Measles 1 Dose Coverage (Annualized),2017,89.7,Bauchi,Jama'are,NA
Measles 1 Dose Coverage (Annualized),2017,79.5,Bauchi,Katagum,NA
Measles 1 Dose Coverage (Annualized),2017,80.1,Bauchi,Kirfi,NA
Measles 1 Dose Coverage (Annualized),2017,70.7,Bauchi,Misau,NA
Measles 1 Dose Coverage (Annualized),2017,76,Bauchi,Ningi,NA
Measles 1 Dose Coverage (Annualized),2017,90.1,Bauchi,Shira,NA
Measles 1 Dose Coverage (Annualized),2017,91.4,Bauchi,Tafawa-Balewa,NA
Measles 1 Dose Coverage (Annualized),2017,149.7,Bauchi,Toro,NA
Measles 1 Dose Coverage (Annualized),2017,137.3,Bauchi,Warji,NA
Measles 1 Dose Coverage (Annualized),2017,90.1,Bauchi,Zaki,NA
Measles 1 Dose Coverage (Annualized),2017,38.8,Benue,Ado,NA
Measles 1 Dose Coverage (Annualized),2017,101,Benue,Agatu,NA
Measles 1 Dose Coverage (Annualized),2017,76.5,Benue,Apa,NA
Measles 1 Dose Coverage (Annualized),2017,52.8,Benue,Buruku,NA
Measles 1 Dose Coverage (Annualized),2017,52.3,Benue,Gboko,NA
Measles 1 Dose Coverage (Annualized),2017,41.5,Benue,Guma,NA
Measles 1 Dose Coverage (Annualized),2017,37.9,Benue,Gwer East,NA
Measles 1 Dose Coverage (Annualized),2017,108.2,Benue,Gwer West,NA
Measles 1 Dose Coverage (Annualized),2017,56.6,Benue,Katsina-Ala,NA
Measles 1 Dose Coverage (Annualized),2017,49,Benue,Konshisha,NA
Measles 1 Dose Coverage (Annualized),2017,56,Benue,Kwande,NA
Measles 1 Dose Coverage (Annualized),2017,90.7,Benue,Logo,NA
Measles 1 Dose Coverage (Annualized),2017,86.3,Benue,Makurdi,NA
Measles 1 Dose Coverage (Annualized),2017,84,Benue,Obi,NA
Measles 1 Dose Coverage (Annualized),2017,84,Benue,Ogbadibo,NA
Measles 1 Dose Coverage (Annualized),2017,84.6,Benue,Ohimini,NA
Measles 1 Dose Coverage (Annualized),2017,83,Benue,Oju,NA
Measles 1 Dose Coverage (Annualized),2017,38.7,Benue,Okpokwu,NA
Measles 1 Dose Coverage (Annualized),2017,70.9,Benue,Otukpo,NA
Measles 1 Dose Coverage (Annualized),2017,64.6,Benue,Tarka,NA
Measles 1 Dose Coverage (Annualized),2017,74.2,Benue,Ukum,NA
Measles 1 Dose Coverage (Annualized),2017,73.5,Benue,Ushongo,NA
Measles 1 Dose Coverage (Annualized),2017,61.5,Benue,Vandeikya,NA
Measles 1 Dose Coverage (Annualized),2017,213.8,Borno,Askira/Uba,NA
Measles 1 Dose Coverage (Annualized),2017,3.1,Borno,Bama,NA
Measles 1 Dose Coverage (Annualized),2017,220.2,Borno,Bayo,NA
Measles 1 Dose Coverage (Annualized),2017,162.7,Borno,Biu,NA
Measles 1 Dose Coverage (Annualized),2017,205.6,Borno,Chibok,NA
Measles 1 Dose Coverage (Annualized),2017,51,Borno,Damboa,NA
Measles 1 Dose Coverage (Annualized),2017,79.3,Borno,Dikwa,NA
Measles 1 Dose Coverage (Annualized),2017,48.6,Borno,Gubio,NA
Measles 1 Dose Coverage (Annualized),2017,28.8,Borno,Guzamala,NA
Measles 1 Dose Coverage (Annualized),2017,30.6,Borno,Gwoza,NA
Measles 1 Dose Coverage (Annualized),2017,132.3,Borno,Hawul,NA
Measles 1 Dose Coverage (Annualized),2017,55.1,Borno,Jere,NA
Measles 1 Dose Coverage (Annualized),2017,67.2,Borno,Kaga,NA
Measles 1 Dose Coverage (Annualized),2017,40.3,Borno,Kala/Balge,NA
Measles 1 Dose Coverage (Annualized),2017,96.9,Borno,Konduga,NA
Measles 1 Dose Coverage (Annualized),2017,14,Borno,Kukawa,NA
Measles 1 Dose Coverage (Annualized),2017,70.9,Borno,Kwaya Kusar,NA
Measles 1 Dose Coverage (Annualized),2017,235.7,Borno,Mafa,NA
Measles 1 Dose Coverage (Annualized),2017,41.7,Borno,Magumeri,NA
Measles 1 Dose Coverage (Annualized),2017,49.4,Borno,Maiduguri,NA
Measles 1 Dose Coverage (Annualized),2017,109.9,Borno,Mobbar,NA
Measles 1 Dose Coverage (Annualized),2017,0.28,Borno,Monguno,NA
Measles 1 Dose Coverage (Annualized),2017,44.4,Borno,Ngala,NA
Measles 1 Dose Coverage (Annualized),2017,19.3,Borno,Nganzai,NA
Measles 1 Dose Coverage (Annualized),2017,61.6,Borno,Shani,NA
Measles 1 Dose Coverage (Annualized),2017,17.2,Bayelsa,Brass,NA
Measles 1 Dose Coverage (Annualized),2017,30.5,Bayelsa,Ekeremor,NA
Measles 1 Dose Coverage (Annualized),2017,43.4,Bayelsa,Kolokuma/Opokuma,NA
Measles 1 Dose Coverage (Annualized),2017,10.1,Bayelsa,Nembe,NA
Measles 1 Dose Coverage (Annualized),2017,22.4,Bayelsa,Ogbia,NA
Measles 1 Dose Coverage (Annualized),2017,42.1,Bayelsa,Sagbama,NA
Measles 1 Dose Coverage (Annualized),2017,29.7,Bayelsa,Southern Ijaw,NA
Measles 1 Dose Coverage (Annualized),2017,44.3,Bayelsa,Yenagoa,NA
Measles 1 Dose Coverage (Annualized),2017,336.7,Cross River,Abi,NA
Measles 1 Dose Coverage (Annualized),2017,79.3,Cross River,Akamkpa,NA
Measles 1 Dose Coverage (Annualized),2017,80.2,Cross River,Akpabuyo,NA
Measles 1 Dose Coverage (Annualized),2017,130.6,Cross River,Bakassi,NA
Measles 1 Dose Coverage (Annualized),2017,71.8,Cross River,Bekwarra,NA
Measles 1 Dose Coverage (Annualized),2017,82.4,Cross River,Biase,NA
Measles 1 Dose Coverage (Annualized),2017,73,Cross River,Boki,NA
Measles 1 Dose Coverage (Annualized),2017,63.6,Cross River,Calabar Municipal,NA
Measles 1 Dose Coverage (Annualized),2017,70.3,Cross River,Calabar South,NA
Measles 1 Dose Coverage (Annualized),2017,89.5,Cross River,Etung,NA
Measles 1 Dose Coverage (Annualized),2017,69.4,Cross River,Ikom,NA
Measles 1 Dose Coverage (Annualized),2017,56.9,Cross River,Obanliku,NA
Measles 1 Dose Coverage (Annualized),2017,67.8,Cross River,Obubra,NA
Measles 1 Dose Coverage (Annualized),2017,78,Cross River,Obudu,NA
Measles 1 Dose Coverage (Annualized),2017,101.9,Cross River,Odukpani,NA
Measles 1 Dose Coverage (Annualized),2017,95.4,Cross River,Ogoja,NA
Measles 1 Dose Coverage (Annualized),2017,89.5,Cross River,Yakurr,NA
Measles 1 Dose Coverage (Annualized),2017,67.2,Cross River,Yala,NA
Measles 1 Dose Coverage (Annualized),2017,91.3,Delta,Aniocha North,NA
Measles 1 Dose Coverage (Annualized),2017,40.4,Delta,Aniocha South,NA
Measles 1 Dose Coverage (Annualized),2017,65,Delta,Bomadi,NA
Measles 1 Dose Coverage (Annualized),2017,24.9,Delta,Burutu,NA
Measles 1 Dose Coverage (Annualized),2017,34.5,Delta,Ethiope East,NA
Measles 1 Dose Coverage (Annualized),2017,33.4,Delta,Ethiope West,NA
Measles 1 Dose Coverage (Annualized),2017,80.7,Delta,Ika North East,NA
Measles 1 Dose Coverage (Annualized),2017,54.9,Delta,Ika South,NA
Measles 1 Dose Coverage (Annualized),2017,94.8,Delta,Isoko North,NA
Measles 1 Dose Coverage (Annualized),2017,62.7,Delta,Isoko South,NA
Measles 1 Dose Coverage (Annualized),2017,32.7,Delta,Ndokwa East,NA
Measles 1 Dose Coverage (Annualized),2017,74.1,Delta,Ndokwa West,NA
Measles 1 Dose Coverage (Annualized),2017,66.4,Delta,Okpe,NA
Measles 1 Dose Coverage (Annualized),2017,62,Delta,Oshimili North,NA
Measles 1 Dose Coverage (Annualized),2017,61.5,Delta,Oshimili South,NA
Measles 1 Dose Coverage (Annualized),2017,70.8,Delta,Patani,NA
Measles 1 Dose Coverage (Annualized),2017,24.2,Delta,Sapele,NA
Measles 1 Dose Coverage (Annualized),2017,84.5,Delta,Udu,NA
Measles 1 Dose Coverage (Annualized),2017,99.5,Delta,Ughelli North,NA
Measles 1 Dose Coverage (Annualized),2017,66,Delta,Ughelli South,NA
Measles 1 Dose Coverage (Annualized),2017,88.9,Delta,Ukwuani,NA
Measles 1 Dose Coverage (Annualized),2017,119.2,Delta,Uvwie,NA
Measles 1 Dose Coverage (Annualized),2017,42.1,Delta,Warri North,NA
Measles 1 Dose Coverage (Annualized),2017,180,Delta,Warri South,NA
Measles 1 Dose Coverage (Annualized),2017,38.5,Delta,Warri South West,NA
Measles 1 Dose Coverage (Annualized),2017,70,Ebonyi,Abakaliki,NA
Measles 1 Dose Coverage (Annualized),2017,69.1,Ebonyi,Afikpo North,NA
Measles 1 Dose Coverage (Annualized),2017,116.3,Ebonyi,Afikpo South,NA
Measles 1 Dose Coverage (Annualized),2017,101.9,Ebonyi,Ebonyi,NA
Measles 1 Dose Coverage (Annualized),2017,60.8,Ebonyi,Ezza North,NA
Measles 1 Dose Coverage (Annualized),2017,82.5,Ebonyi,Ezza South,NA
Measles 1 Dose Coverage (Annualized),2017,79.2,Ebonyi,Ikwo,NA
Measles 1 Dose Coverage (Annualized),2017,56.6,Ebonyi,Ishielu,NA
Measles 1 Dose Coverage (Annualized),2017,90.1,Ebonyi,Ivo,NA
Measles 1 Dose Coverage (Annualized),2017,108.9,Ebonyi,Izzi,NA
Measles 1 Dose Coverage (Annualized),2017,136.6,Ebonyi,Ohaozara,NA
Measles 1 Dose Coverage (Annualized),2017,51.8,Ebonyi,Ohaukwu,NA
Measles 1 Dose Coverage (Annualized),2017,55.3,Ebonyi,Onicha,NA
Measles 1 Dose Coverage (Annualized),2017,61.2,Edo,Akoko-Edo,NA
Measles 1 Dose Coverage (Annualized),2017,38.8,Edo,Egor,NA
Measles 1 Dose Coverage (Annualized),2017,40.4,Edo,Esan Central,NA
Measles 1 Dose Coverage (Annualized),2017,43.6,Edo,Esan North-East,NA
Measles 1 Dose Coverage (Annualized),2017,35.6,Edo,Esan South-East,NA
Measles 1 Dose Coverage (Annualized),2017,43.7,Edo,Esan West,NA
Measles 1 Dose Coverage (Annualized),2017,73,Edo,Etsako Central,NA
Measles 1 Dose Coverage (Annualized),2017,25.6,Edo,Etsako East,NA
Measles 1 Dose Coverage (Annualized),2017,40.6,Edo,Etsako West,NA
Measles 1 Dose Coverage (Annualized),2017,46.8,Edo,Igueben,NA
Measles 1 Dose Coverage (Annualized),2017,60.1,Edo,Ikpoba-Okha,NA
Measles 1 Dose Coverage (Annualized),2017,55.7,Edo,Oredo,NA
Measles 1 Dose Coverage (Annualized),2017,19.4,Edo,Orhionmwon,NA
Measles 1 Dose Coverage (Annualized),2017,54.8,Edo,Ovia North-East,NA
Measles 1 Dose Coverage (Annualized),2017,76.8,Edo,Ovia South-West,NA
Measles 1 Dose Coverage (Annualized),2017,28.5,Edo,Owan East,NA
Measles 1 Dose Coverage (Annualized),2017,38.8,Edo,Owan West,NA
Measles 1 Dose Coverage (Annualized),2017,52.7,Edo,Uhunmwonde,NA
Measles 1 Dose Coverage (Annualized),2017,78.5,Ekiti,Ado Ekiti,NA
Measles 1 Dose Coverage (Annualized),2017,64.7,Ekiti,Aiyekire (Gbonyin),NA
Measles 1 Dose Coverage (Annualized),2017,87,Ekiti,Efon,NA
Measles 1 Dose Coverage (Annualized),2017,79.3,Ekiti,Ekiti East,NA
Measles 1 Dose Coverage (Annualized),2017,95.2,Ekiti,Ekiti South West,NA
Measles 1 Dose Coverage (Annualized),2017,86.2,Ekiti,Ekiti West,NA
Measles 1 Dose Coverage (Annualized),2017,85.7,Ekiti,Emure,NA
Measles 1 Dose Coverage (Annualized),2017,89.4,Ekiti,Ido-Osi,NA
Measles 1 Dose Coverage (Annualized),2017,94.2,Ekiti,Ijero,NA
Measles 1 Dose Coverage (Annualized),2017,88.1,Ekiti,Ikere,NA
Measles 1 Dose Coverage (Annualized),2017,85.7,Ekiti,Ikole,NA
Measles 1 Dose Coverage (Annualized),2017,87.6,Ekiti,Ilejemeje,NA
Measles 1 Dose Coverage (Annualized),2017,77.2,Ekiti,Irepodun/Ifelodun,NA
Measles 1 Dose Coverage (Annualized),2017,87.6,Ekiti,Ise/Orun,NA
Measles 1 Dose Coverage (Annualized),2017,90.6,Ekiti,Moba,NA
Measles 1 Dose Coverage (Annualized),2017,78.9,Ekiti,Oye,NA
Measles 1 Dose Coverage (Annualized),2017,21.2,Enugu,Aninri,NA
Measles 1 Dose Coverage (Annualized),2017,28.1,Enugu,Awgu,NA
Measles 1 Dose Coverage (Annualized),2017,60,Enugu,Enugu East,NA
Measles 1 Dose Coverage (Annualized),2017,66.8,Enugu,Enugu North,NA
Measles 1 Dose Coverage (Annualized),2017,43.8,Enugu,Enugu South,NA
Measles 1 Dose Coverage (Annualized),2017,35.1,Enugu,Ezeagu,NA
Measles 1 Dose Coverage (Annualized),2017,61.2,Enugu,Igbo-Etiti,NA
Measles 1 Dose Coverage (Annualized),2017,49.6,Enugu,Igbo-Eze North,NA
Measles 1 Dose Coverage (Annualized),2017,46.8,Enugu,Igbo-Eze South,NA
Measles 1 Dose Coverage (Annualized),2017,49.5,Enugu,Isi-Uzo,NA
Measles 1 Dose Coverage (Annualized),2017,39.1,Enugu,Nkanu East,NA
Measles 1 Dose Coverage (Annualized),2017,87.4,Enugu,Nkanu West,NA
Measles 1 Dose Coverage (Annualized),2017,32.5,Enugu,Nsukka,NA
Measles 1 Dose Coverage (Annualized),2017,47.2,Enugu,Oji River,NA
Measles 1 Dose Coverage (Annualized),2017,45.7,Enugu,Udenu,NA
Measles 1 Dose Coverage (Annualized),2017,42.1,Enugu,Udi,NA
Measles 1 Dose Coverage (Annualized),2017,30.7,Enugu,Uzo-Uwani,NA
Measles 1 Dose Coverage (Annualized),2017,108,Federal Capital Territory,Abaji,NA
Measles 1 Dose Coverage (Annualized),2017,81.3,Federal Capital Territory,Abuja Municipal,NA
Measles 1 Dose Coverage (Annualized),2017,144.8,Federal Capital Territory,Bwari,NA
Measles 1 Dose Coverage (Annualized),2017,182.3,Federal Capital Territory,Gwagwalada,NA
Measles 1 Dose Coverage (Annualized),2017,191.1,Federal Capital Territory,Kuje,NA
Measles 1 Dose Coverage (Annualized),2017,190.7,Federal Capital Territory,Kwali,NA
Measles 1 Dose Coverage (Annualized),2017,88.6,Gombe,Akko,NA
Measles 1 Dose Coverage (Annualized),2017,69.1,Gombe,Balanga,NA
Measles 1 Dose Coverage (Annualized),2017,69.1,Gombe,Billiri,NA
Measles 1 Dose Coverage (Annualized),2017,88.7,Gombe,Dukku,NA
Measles 1 Dose Coverage (Annualized),2017,121.8,Gombe,Funakaye,NA
Measles 1 Dose Coverage (Annualized),2017,112.7,Gombe,Gombe,NA
Measles 1 Dose Coverage (Annualized),2017,74.8,Gombe,Kaltungo,NA
Measles 1 Dose Coverage (Annualized),2017,107.3,Gombe,Kwami,NA
Measles 1 Dose Coverage (Annualized),2017,84.5,Gombe,Nafada,NA
Measles 1 Dose Coverage (Annualized),2017,75.7,Gombe,Shongom,NA
Measles 1 Dose Coverage (Annualized),2017,63,Gombe,Yamaltu/Deba,NA
Measles 1 Dose Coverage (Annualized),2017,82.6,Imo,Aboh-Mbaise,NA
Measles 1 Dose Coverage (Annualized),2017,79,Imo,Ahiazu-Mbaise,NA
Measles 1 Dose Coverage (Annualized),2017,110.7,Imo,Ehime-Mbano,NA
Measles 1 Dose Coverage (Annualized),2017,106.3,Imo,Ezinihitte-Mbaise,NA
Measles 1 Dose Coverage (Annualized),2017,81,Imo,Ideato North,NA
Measles 1 Dose Coverage (Annualized),2017,73,Imo,Ideato South,NA
Measles 1 Dose Coverage (Annualized),2017,110.6,Imo,Ihitte/Uboma,NA
Measles 1 Dose Coverage (Annualized),2017,74.6,Imo,Ikeduru,NA
Measles 1 Dose Coverage (Annualized),2017,114,Imo,Isiala Mbano,NA
Measles 1 Dose Coverage (Annualized),2017,89.8,Imo,Isu,NA
Measles 1 Dose Coverage (Annualized),2017,93.2,Imo,Mbaitoli,NA
Measles 1 Dose Coverage (Annualized),2017,67.6,Imo,Ngor-Okpala,NA
Measles 1 Dose Coverage (Annualized),2017,81.3,Imo,Njaba,NA
Measles 1 Dose Coverage (Annualized),2017,104.6,Imo,Nkwerre,NA
Measles 1 Dose Coverage (Annualized),2017,79.6,Imo,Nwangele,NA
Measles 1 Dose Coverage (Annualized),2017,100.3,Imo,Obowo,NA
Measles 1 Dose Coverage (Annualized),2017,49.3,Imo,Oguta,NA
