Indicator,Year,Values,State,LGA,Months
Penta 3 Coverage (Annualized),2017,978.7,Anambra,Aguata,NA
Penta 3 Coverage (Annualized),2017,1179,Anambra,Anambra East,NA
Penta 3 Coverage (Annualized),2017,1047.8,Anambra,Anambra West,NA
Penta 3 Coverage (Annualized),2017,1152.8,Anambra,Anaocha,NA
Penta 3 Coverage (Annualized),2017,1163.6,Anambra,Awka North,NA
Penta 3 Coverage (Annualized),2017,1148.8,Anambra,Awka South,NA
Penta 3 Coverage (Annualized),2017,942.5,Anambra,Ayamelum,NA
Penta 3 Coverage (Annualized),2017,1062,Anambra,Dunukofia,NA
Penta 3 Coverage (Annualized),2017,1032.8,Anambra,Ekwusigo,NA
Penta 3 Coverage (Annualized),2017,885.4,Anambra,Idemili North,NA
Penta 3 Coverage (Annualized),2017,1068.8,Anambra,Idemili South,NA
Penta 3 Coverage (Annualized),2017,822.8,Anambra,Ihiala,NA
Penta 3 Coverage (Annualized),2017,750.3,Anambra,Njikoka,NA
Penta 3 Coverage (Annualized),2017,877.7,Anambra,Nnewi North,NA
Penta 3 Coverage (Annualized),2017,1387.2,Anambra,Nnewi South,NA
Penta 3 Coverage (Annualized),2017,916,Anambra,Ogbaru,NA
Penta 3 Coverage (Annualized),2017,1696.6,Anambra,Onitsha North,NA
Penta 3 Coverage (Annualized),2017,793.5,Anambra,Onitsha South,NA
Penta 3 Coverage (Annualized),2017,1096.5,Anambra,Orumba North,NA
Penta 3 Coverage (Annualized),2017,1286.7,Anambra,Orumba South,NA
Penta 3 Coverage (Annualized),2017,1023.8,Anambra,Oyi,NA
Penta 3 Coverage (Annualized),2017,966.1,Bauchi,Alkaleri,NA
Penta 3 Coverage (Annualized),2017,1451.5,Bauchi,Bauchi,NA
Penta 3 Coverage (Annualized),2017,1458.9,Bauchi,Bogoro,NA
Penta 3 Coverage (Annualized),2017,1156.5,Bauchi,Dambam,NA
Penta 3 Coverage (Annualized),2017,1171.6,Bauchi,Darazo,NA
Penta 3 Coverage (Annualized),2017,1511.5,Bauchi,Dass,NA
Penta 3 Coverage (Annualized),2017,939.2,Bauchi,Gamawa,NA
Penta 3 Coverage (Annualized),2017,1296.5,Bauchi,Ganjuwa,NA
Penta 3 Coverage (Annualized),2017,1267.2,Bauchi,Giade,NA
Penta 3 Coverage (Annualized),2017,951.1,Bauchi,Itas/Gadau,NA
Penta 3 Coverage (Annualized),2017,941,Bauchi,Jama'are,NA
Penta 3 Coverage (Annualized),2017,1014.6,Bauchi,Katagum,NA
Penta 3 Coverage (Annualized),2017,1082.7,Bauchi,Kirfi,NA
Penta 3 Coverage (Annualized),2017,958.1,Bauchi,Misau,NA
Penta 3 Coverage (Annualized),2017,868.8,Bauchi,Ningi,NA
Penta 3 Coverage (Annualized),2017,975.1,Bauchi,Shira,NA
Penta 3 Coverage (Annualized),2017,1236,Bauchi,Tafawa-Balewa,NA
Penta 3 Coverage (Annualized),2017,1536.7,Bauchi,Toro,NA
Penta 3 Coverage (Annualized),2017,1685.1,Bauchi,Warji,NA
Penta 3 Coverage (Annualized),2017,1117.1,Bauchi,Zaki,NA
Penta 3 Coverage (Annualized),2017,557.2,Benue,Ado,NA
Penta 3 Coverage (Annualized),2017,1021.3,Benue,Agatu,NA
Penta 3 Coverage (Annualized),2017,582.3,Benue,Apa,NA
Penta 3 Coverage (Annualized),2017,795.5,Benue,Buruku,NA
Penta 3 Coverage (Annualized),2017,726,Benue,Gboko,NA
Penta 3 Coverage (Annualized),2017,374.7,Benue,Guma,NA
Penta 3 Coverage (Annualized),2017,467.9,Benue,Gwer East,NA
Penta 3 Coverage (Annualized),2017,1137.7,Benue,Gwer West,NA
Penta 3 Coverage (Annualized),2017,736.2,Benue,Katsina-Ala,NA
Penta 3 Coverage (Annualized),2017,783.7,Benue,Konshisha,NA
Penta 3 Coverage (Annualized),2017,641.2,Benue,Kwande,NA
Penta 3 Coverage (Annualized),2017,1072.2,Benue,Logo,NA
Penta 3 Coverage (Annualized),2017,934,Benue,Makurdi,NA
Penta 3 Coverage (Annualized),2017,957.6,Benue,Obi,NA
Penta 3 Coverage (Annualized),2017,1036.4,Benue,Ogbadibo,NA
Penta 3 Coverage (Annualized),2017,1103.9,Benue,Ohimini,NA
Penta 3 Coverage (Annualized),2017,999.8,Benue,Oju,NA
Penta 3 Coverage (Annualized),2017,620.7,Benue,Okpokwu,NA
Penta 3 Coverage (Annualized),2017,863.2,Benue,Otukpo,NA
Penta 3 Coverage (Annualized),2017,840.3,Benue,Tarka,NA
Penta 3 Coverage (Annualized),2017,877.7,Benue,Ukum,NA
Penta 3 Coverage (Annualized),2017,945.5,Benue,Ushongo,NA
Penta 3 Coverage (Annualized),2017,690.4,Benue,Vandeikya,NA
Penta 3 Coverage (Annualized),2017,2369.2,Borno,Askira/Uba,NA
Penta 3 Coverage (Annualized),2017,31.8,Borno,Bama,NA
Penta 3 Coverage (Annualized),2017,2403.2,Borno,Bayo,NA
Penta 3 Coverage (Annualized),2017,3144.8,Borno,Biu,NA
Penta 3 Coverage (Annualized),2017,2992.4,Borno,Chibok,NA
Penta 3 Coverage (Annualized),2017,469.2,Borno,Damboa,NA
Penta 3 Coverage (Annualized),2017,568.7,Borno,Dikwa,NA
Penta 3 Coverage (Annualized),2017,353.8,Borno,Gubio,NA
Penta 3 Coverage (Annualized),2017,264.7,Borno,Guzamala,NA
Penta 3 Coverage (Annualized),2017,290.3,Borno,Gwoza,NA
Penta 3 Coverage (Annualized),2017,1704.4,Borno,Hawul,NA
Penta 3 Coverage (Annualized),2017,1075.9,Borno,Jere,NA
Penta 3 Coverage (Annualized),2017,453.1,Borno,Kaga,NA
Penta 3 Coverage (Annualized),2017,568.1,Borno,Kala/Balge,NA
Penta 3 Coverage (Annualized),2017,980.1,Borno,Konduga,NA
Penta 3 Coverage (Annualized),2017,175.1,Borno,Kukawa,NA
Penta 3 Coverage (Annualized),2017,1072.2,Borno,Kwaya Kusar,NA
Penta 3 Coverage (Annualized),2017,2307,Borno,Mafa,NA
Penta 3 Coverage (Annualized),2017,576.8,Borno,Magumeri,NA
Penta 3 Coverage (Annualized),2017,590.2,Borno,Maiduguri,NA
Penta 3 Coverage (Annualized),2017,575.6,Borno,Mobbar,NA
Penta 3 Coverage (Annualized),2017,4.5,Borno,Monguno,NA
Penta 3 Coverage (Annualized),2017,469.6,Borno,Ngala,NA
Penta 3 Coverage (Annualized),2017,262,Borno,Nganzai,NA
Penta 3 Coverage (Annualized),2017,560.4,Borno,Shani,NA
Penta 3 Coverage (Annualized),2017,215.6,Bayelsa,Brass,NA
Penta 3 Coverage (Annualized),2017,380.2,Bayelsa,Ekeremor,NA
Penta 3 Coverage (Annualized),2017,686.1,Bayelsa,Kolokuma/Opokuma,NA
Penta 3 Coverage (Annualized),2017,154.4,Bayelsa,Nembe,NA
Penta 3 Coverage (Annualized),2017,249.2,Bayelsa,Ogbia,NA
Penta 3 Coverage (Annualized),2017,454.5,Bayelsa,Sagbama,NA
Penta 3 Coverage (Annualized),2017,334.6,Bayelsa,Southern Ijaw,NA
Penta 3 Coverage (Annualized),2017,494.9,Bayelsa,Yenagoa,NA
Penta 3 Coverage (Annualized),2017,1203.6,Cross River,Abi,NA
Penta 3 Coverage (Annualized),2017,1004.5,Cross River,Akamkpa,NA
Penta 3 Coverage (Annualized),2017,918.8,Cross River,Akpabuyo,NA
Penta 3 Coverage (Annualized),2017,1730.9,Cross River,Bakassi,NA
Penta 3 Coverage (Annualized),2017,966.7,Cross River,Bekwarra,NA
Penta 3 Coverage (Annualized),2017,1053.9,Cross River,Biase,NA
Penta 3 Coverage (Annualized),2017,1102.9,Cross River,Boki,NA
Penta 3 Coverage (Annualized),2017,907,Cross River,Calabar Municipal,NA
Penta 3 Coverage (Annualized),2017,1098.1,Cross River,Calabar South,NA
Penta 3 Coverage (Annualized),2017,1151.1,Cross River,Etung,NA
Penta 3 Coverage (Annualized),2017,981.7,Cross River,Ikom,NA
Penta 3 Coverage (Annualized),2017,1056.3,Cross River,Obanliku,NA
Penta 3 Coverage (Annualized),2017,905.6,Cross River,Obubra,NA
Penta 3 Coverage (Annualized),2017,1173.1,Cross River,Obudu,NA
Penta 3 Coverage (Annualized),2017,1193.3,Cross River,Odukpani,NA
Penta 3 Coverage (Annualized),2017,1189.3,Cross River,Ogoja,NA
Penta 3 Coverage (Annualized),2017,1066.8,Cross River,Yakurr,NA
Penta 3 Coverage (Annualized),2017,894.3,Cross River,Yala,NA
Penta 3 Coverage (Annualized),2017,1025.8,Delta,Aniocha North,NA
Penta 3 Coverage (Annualized),2017,789.9,Delta,Aniocha South,NA
Penta 3 Coverage (Annualized),2017,651.1,Delta,Bomadi,NA
Penta 3 Coverage (Annualized),2017,327.8,Delta,Burutu,NA
Penta 3 Coverage (Annualized),2017,693.1,Delta,Ethiope East,NA
Penta 3 Coverage (Annualized),2017,471,Delta,Ethiope West,NA
Penta 3 Coverage (Annualized),2017,1071.4,Delta,Ika North East,NA
Penta 3 Coverage (Annualized),2017,664.1,Delta,Ika South,NA
Penta 3 Coverage (Annualized),2017,1257.3,Delta,Isoko North,NA
Penta 3 Coverage (Annualized),2017,786.7,Delta,Isoko South,NA
Penta 3 Coverage (Annualized),2017,429.4,Delta,Ndokwa East,NA
Penta 3 Coverage (Annualized),2017,922.1,Delta,Ndokwa West,NA
Penta 3 Coverage (Annualized),2017,807.8,Delta,Okpe,NA
Penta 3 Coverage (Annualized),2017,1024,Delta,Oshimili North,NA
Penta 3 Coverage (Annualized),2017,651.9,Delta,Oshimili South,NA
Penta 3 Coverage (Annualized),2017,878.3,Delta,Patani,NA
Penta 3 Coverage (Annualized),2017,318.8,Delta,Sapele,NA
Penta 3 Coverage (Annualized),2017,978,Delta,Udu,NA
Penta 3 Coverage (Annualized),2017,1186,Delta,Ughelli North,NA
Penta 3 Coverage (Annualized),2017,739.7,Delta,Ughelli South,NA
Penta 3 Coverage (Annualized),2017,1031.2,Delta,Ukwuani,NA
Penta 3 Coverage (Annualized),2017,1408.2,Delta,Uvwie,NA
Penta 3 Coverage (Annualized),2017,560.9,Delta,Warri North,NA
Penta 3 Coverage (Annualized),2017,2626.4,Delta,Warri South,NA
Penta 3 Coverage (Annualized),2017,400.5,Delta,Warri South West,NA
Penta 3 Coverage (Annualized),2017,1015.8,Ebonyi,Abakaliki,NA
Penta 3 Coverage (Annualized),2017,946.8,Ebonyi,Afikpo North,NA
Penta 3 Coverage (Annualized),2017,1117.1,Ebonyi,Afikpo South,NA
Penta 3 Coverage (Annualized),2017,1417.8,Ebonyi,Ebonyi,NA
Penta 3 Coverage (Annualized),2017,971,Ebonyi,Ezza North,NA
Penta 3 Coverage (Annualized),2017,827.9,Ebonyi,Ezza South,NA
Penta 3 Coverage (Annualized),2017,886.2,Ebonyi,Ikwo,NA
Penta 3 Coverage (Annualized),2017,822.5,Ebonyi,Ishielu,NA
Penta 3 Coverage (Annualized),2017,1232.8,Ebonyi,Ivo,NA
Penta 3 Coverage (Annualized),2017,1291.4,Ebonyi,Izzi,NA
Penta 3 Coverage (Annualized),2017,1127,Ebonyi,Ohaozara,NA
Penta 3 Coverage (Annualized),2017,731.7,Ebonyi,Ohaukwu,NA
Penta 3 Coverage (Annualized),2017,803.5,Ebonyi,Onicha,NA
Penta 3 Coverage (Annualized),2017,955.5,Edo,Akoko-Edo,NA
Penta 3 Coverage (Annualized),2017,452.6,Edo,Egor,NA
Penta 3 Coverage (Annualized),2017,500.9,Edo,Esan Central,NA
Penta 3 Coverage (Annualized),2017,597.2,Edo,Esan North-East,NA
Penta 3 Coverage (Annualized),2017,438.9,Edo,Esan South-East,NA
Penta 3 Coverage (Annualized),2017,554.5,Edo,Esan West,NA
Penta 3 Coverage (Annualized),2017,1041.4,Edo,Etsako Central,NA
Penta 3 Coverage (Annualized),2017,382,Edo,Etsako East,NA
Penta 3 Coverage (Annualized),2017,451.6,Edo,Etsako West,NA
Penta 3 Coverage (Annualized),2017,636,Edo,Igueben,NA
Penta 3 Coverage (Annualized),2017,706,Edo,Ikpoba-Okha,NA
Penta 3 Coverage (Annualized),2017,750.2,Edo,Oredo,NA
Penta 3 Coverage (Annualized),2017,245.6,Edo,Orhionmwon,NA
Penta 3 Coverage (Annualized),2017,689.2,Edo,Ovia North-East,NA
Penta 3 Coverage (Annualized),2017,851.8,Edo,Ovia South-West,NA
Penta 3 Coverage (Annualized),2017,303.4,Edo,Owan East,NA
Penta 3 Coverage (Annualized),2017,548.5,Edo,Owan West,NA
Penta 3 Coverage (Annualized),2017,736.5,Edo,Uhunmwonde,NA
Penta 3 Coverage (Annualized),2017,974.7,Ekiti,Ado Ekiti,NA
Penta 3 Coverage (Annualized),2017,735.9,Ekiti,Aiyekire (Gbonyin),NA
Penta 3 Coverage (Annualized),2017,1026.5,Ekiti,Efon,NA
Penta 3 Coverage (Annualized),2017,961.3,Ekiti,Ekiti East,NA
Penta 3 Coverage (Annualized),2017,1136.6,Ekiti,Ekiti South West,NA
Penta 3 Coverage (Annualized),2017,1052.7,Ekiti,Ekiti West,NA
Penta 3 Coverage (Annualized),2017,1003.6,Ekiti,Emure,NA
Penta 3 Coverage (Annualized),2017,1349.1,Ekiti,Ido-Osi,NA
Penta 3 Coverage (Annualized),2017,1131.4,Ekiti,Ijero,NA
Penta 3 Coverage (Annualized),2017,1031,Ekiti,Ikere,NA
Penta 3 Coverage (Annualized),2017,1073.6,Ekiti,Ikole,NA
Penta 3 Coverage (Annualized),2017,980.8,Ekiti,Ilejemeje,NA
Penta 3 Coverage (Annualized),2017,927.4,Ekiti,Irepodun/Ifelodun,NA
Penta 3 Coverage (Annualized),2017,997,Ekiti,Ise/Orun,NA
Penta 3 Coverage (Annualized),2017,1059.3,Ekiti,Moba,NA
Penta 3 Coverage (Annualized),2017,970.1,Ekiti,Oye,NA
Penta 3 Coverage (Annualized),2017,325.3,Enugu,Aninri,NA
Penta 3 Coverage (Annualized),2017,293.4,Enugu,Awgu,NA
Penta 3 Coverage (Annualized),2017,696.8,Enugu,Enugu East,NA
Penta 3 Coverage (Annualized),2017,821.4,Enugu,Enugu North,NA
Penta 3 Coverage (Annualized),2017,557.4,Enugu,Enugu South,NA
Penta 3 Coverage (Annualized),2017,301.8,Enugu,Ezeagu,NA
Penta 3 Coverage (Annualized),2017,945.2,Enugu,Igbo-Etiti,NA
Penta 3 Coverage (Annualized),2017,727.9,Enugu,Igbo-Eze North,NA
Penta 3 Coverage (Annualized),2017,569.3,Enugu,Igbo-Eze South,NA
Penta 3 Coverage (Annualized),2017,769.3,Enugu,Isi-Uzo,NA
Penta 3 Coverage (Annualized),2017,613.3,Enugu,Nkanu East,NA
Penta 3 Coverage (Annualized),2017,1089.1,Enugu,Nkanu West,NA
Penta 3 Coverage (Annualized),2017,491.8,Enugu,Nsukka,NA
Penta 3 Coverage (Annualized),2017,842.9,Enugu,Oji River,NA
Penta 3 Coverage (Annualized),2017,681.4,Enugu,Udenu,NA
Penta 3 Coverage (Annualized),2017,543.7,Enugu,Udi,NA
Penta 3 Coverage (Annualized),2017,415.6,Enugu,Uzo-Uwani,NA
Penta 3 Coverage (Annualized),2017,1882.9,Federal Capital Territory,Abaji,NA
Penta 3 Coverage (Annualized),2017,1072.5,Federal Capital Territory,Abuja Municipal,NA
Penta 3 Coverage (Annualized),2017,1967.5,Federal Capital Territory,Bwari,NA
Penta 3 Coverage (Annualized),2017,2329.7,Federal Capital Territory,Gwagwalada,NA
Penta 3 Coverage (Annualized),2017,2311.3,Federal Capital Territory,Kuje,NA
Penta 3 Coverage (Annualized),2017,2316.6,Federal Capital Territory,Kwali,NA
Penta 3 Coverage (Annualized),2017,1175.5,Gombe,Akko,NA
Penta 3 Coverage (Annualized),2017,1132.3,Gombe,Balanga,NA
Penta 3 Coverage (Annualized),2017,927.8,Gombe,Billiri,NA
Penta 3 Coverage (Annualized),2017,706.3,Gombe,Dukku,NA
Penta 3 Coverage (Annualized),2017,1195,Gombe,Funakaye,NA
Penta 3 Coverage (Annualized),2017,1691.3,Gombe,Gombe,NA
Penta 3 Coverage (Annualized),2017,1066.5,Gombe,Kaltungo,NA
Penta 3 Coverage (Annualized),2017,1163.4,Gombe,Kwami,NA
Penta 3 Coverage (Annualized),2017,876.6,Gombe,Nafada,NA
Penta 3 Coverage (Annualized),2017,943.3,Gombe,Shongom,NA
Penta 3 Coverage (Annualized),2017,726.5,Gombe,Yamaltu/Deba,NA
Penta 3 Coverage (Annualized),2017,1031.6,Imo,Aboh-Mbaise,NA
Penta 3 Coverage (Annualized),2017,1121.4,Imo,Ahiazu-Mbaise,NA
Penta 3 Coverage (Annualized),2017,1156.3,Imo,Ehime-Mbano,NA
Penta 3 Coverage (Annualized),2017,1071.9,Imo,Ezinihitte-Mbaise,NA
Penta 3 Coverage (Annualized),2017,1099.8,Imo,Ideato North,NA
Penta 3 Coverage (Annualized),2017,895,Imo,Ideato South,NA
Penta 3 Coverage (Annualized),2017,1247.1,Imo,Ihitte/Uboma,NA
Penta 3 Coverage (Annualized),2017,701.9,Imo,Ikeduru,NA
Penta 3 Coverage (Annualized),2017,1184.6,Imo,Isiala Mbano,NA
Penta 3 Coverage (Annualized),2017,990.8,Imo,Isu,NA
Penta 3 Coverage (Annualized),2017,1004.2,Imo,Mbaitoli,NA
Penta 3 Coverage (Annualized),2017,979.6,Imo,Ngor-Okpala,NA
Penta 3 Coverage (Annualized),2017,1114.6,Imo,Njaba,NA
Penta 3 Coverage (Annualized),2017,1135.2,Imo,Nkwerre,NA
Penta 3 Coverage (Annualized),2017,871.9,Imo,Nwangele,NA
Penta 3 Coverage (Annualized),2017,1023.1,Imo,Obowo,NA
Penta 3 Coverage (Annualized),2017,755.7,Imo,Oguta,NA
Penta 3 Coverage (Annualized),2017,1018.2,Imo,Ohaji/Egbema,NA
Penta 3 Coverage (Annualized),2017,859.3,Imo,Okigwe,NA
Penta 3 Coverage (Annualized),2017,956.8,Imo,Onuimo,NA
Penta 3 Coverage (Annualized),2017,1071.9,Imo,Orlu,NA
Penta 3 Coverage (Annualized),2017,1175.6,Imo,Orsu,NA
Penta 3 Coverage (Annualized),2017,1023.4,Imo,Oru East,NA
Penta 3 Coverage (Annualized),2017,1179.1,Imo,Oru West,NA
Penta 3 Coverage (Annualized),2017,1388.2,Imo,Owerri Municipal,NA
Penta 3 Coverage (Annualized),2017,1418.6,Imo,Owerri North,NA
Penta 3 Coverage (Annualized),2017,1360.8,Imo,Owerri West,NA
Penta 3 Coverage (Annualized),2017,1128.6,Jigawa,Auyo,NA
Penta 3 Coverage (Annualized),2017,1412,Jigawa,Babura,NA
Penta 3 Coverage (Annualized),2017,1145.5,Jigawa,Birnin Kudu,NA
Penta 3 Coverage (Annualized),2017,1385.6,Jigawa,Birniwa,NA
Penta 3 Coverage (Annualized),2017,1480.5,Jigawa,Buji,NA
Penta 3 Coverage (Annualized),2017,1305.3,Jigawa,Dutse,NA
Penta 3 Coverage (Annualized),2017,1740.3,Jigawa,Gagarawa,NA
Penta 3 Coverage (Annualized),2017,1357.2,Jigawa,Garki,NA
Penta 3 Coverage (Annualized),2017,1482.8,Jigawa,Gumel,NA
Penta 3 Coverage (Annualized),2017,1120,Jigawa,Guri,NA
Penta 3 Coverage (Annualized),2017,1010.3,Jigawa,Gwaram,NA
Penta 3 Coverage (Annualized),2017,1387,Jigawa,Gwiwa,NA
Penta 3 Coverage (Annualized),2017,1256.5,Jigawa,Hadejia,NA
