Indicator,Values,State,LGA,Months,Year
Measles 2 given,44,Edo,State level data,Jun,2019
Measles 2 given,170,Imo,State level data,Jun,2019
Measles 2 given,150,Edo,State level data,May,2019
Measles 2 given,163,Imo,State level data,May,2019
Measles 2 given,80,Edo,State level data,Apr,2019
Measles 2 given,1804,Edo,State level data,Dec,2019
Measles 2 given,20749,Edo,State level data,Nov,2019
Measles 2 given,125,Edo,State level data,Oct,2019
Measles 2 given,337,Federal Capital Territory,State level data,Oct,2019
Measles 2 given,126,Federal Capital Territory,State level data,Nov,2019
Measles 2 given,324,Federal Capital Territory,State level data,Dec,2019
Measles 2 given,3412,Imo,State level data,Dec,2019
Measles 2 given,52513,Imo,State level data,Nov,2019
Measles 2 given,649,Imo,State level data,Oct,2019
Measles 2 given,471,Federal Capital Territory,State level data,Jul,2019
Measles 2 given,728,Federal Capital Territory,State level data,Aug,2019
Measles 2 given,268,Federal Capital Territory,State level data,Sep,2019
Measles 2 given,240,Federal Capital Territory,State level data,Mar,2019
Measles 2 given,121,Federal Capital Territory,State level data,Apr,2019
Measles 2 given,65,Federal Capital Territory,State level data,May,2019
Measles 2 given,246,Federal Capital Territory,State level data,Jun,2019
Measles 2 given,837,Federal Capital Territory,State level data,Jan,2019
Measles 2 given,305,Federal Capital Territory,State level data,Feb,2019
Measles 2 given,325,Enugu,State level data,Oct,2019
Measles 2 given,22467,Enugu,State level data,Nov,2019
Measles 2 given,4751,Enugu,State level data,Dec,2019
Measles 2 given,38,Enugu,State level data,Apr,2019
Measles 2 given,31,Enugu,State level data,May,2019
Measles 2 given,39,Enugu,State level data,Jun,2019
Measles 2 given,39,Enugu,State level data,Jul,2019
Measles 2 given,271,Enugu,State level data,Aug,2019
Measles 2 given,264,Enugu,State level data,Sep,2019
Measles 2 given,125,Enugu,State level data,Jan,2019
Measles 2 given,49,Enugu,State level data,Feb,2019
Measles 2 given,152,Enugu,State level data,Mar,2019
Measles 2 given,170,Kogi,State level data,Apr,2019
Measles 2 given,159,Kogi,State level data,Mar,2019
Measles 2 given,59,Kogi,State level data,Feb,2019
Measles 2 given,245,Kogi,State level data,Jan,2019
Measles 2 given,256,Kogi,State level data,Aug,2019
Measles 2 given,79,Kogi,State level data,Jul,2019
Measles 2 given,118,Kogi,State level data,Jun,2019
Measles 2 given,133,Kogi,State level data,May,2019
Measles 2 given,270,Kogi,State level data,Sep,2019
Measles 2 given,449,Kogi,State level data,Nov,2019
Measles 2 given,242,Kogi,State level data,Oct,2019
Measles 2 given,505,Kogi,State level data,Dec,2019
Measles 2 given,25793,Ondo,State level data,Nov,2019
Measles 2 given,26,Ondo,State level data,Jun,2019
Measles 2 given,10206,Ondo,State level data,Dec,2019
Measles 2 given,10,Anambra,State level data,Jun,2019
Measles 2 given,92,Anambra,State level data,Feb,2019
Measles 2 given,49,Anambra,State level data,Mar,2019
Measles 2 given,33,Anambra,State level data,Apr,2019
Measles 2 given,9,Anambra,State level data,May,2019
Measles 2 given,48,Anambra,State level data,Jan,2019
Measles 2 given,155,Anambra,State level data,Oct,2019
Measles 2 given,34884,Anambra,State level data,Nov,2019
Measles 2 given,2499,Anambra,State level data,Dec,2019
Measles 2 given,487,Osun,State level data,Jun,2019
Measles 2 given,642,Osun,State level data,Jul,2019
Measles 2 given,657,Osun,State level data,Apr,2019
Measles 2 given,527,Osun,State level data,May,2019
Measles 2 given,311,Osun,State level data,Feb,2019
Measles 2 given,506,Osun,State level data,Mar,2019
Measles 2 given,356,Osun,State level data,Jan,2019
Measles 2 given,586,Osun,State level data,Aug,2019
Measles 2 given,901,Osun,State level data,Sep,2019
Measles 2 given,52,Taraba,State level data,Aug,2019
Measles 2 given,71,Taraba,State level data,Jul,2019
Measles 2 given,28641,Osun,State level data,Nov,2019
Measles 2 given,2664,Osun,State level data,Dec,2019
Measles 2 given,695,Osun,State level data,Oct,2019
Measles 2 given,7,Taraba,State level data,Feb,2019
Measles 2 given,5,Taraba,State level data,May,2019
Measles 2 given,22,Taraba,State level data,Mar,2019
Measles 2 given,59,Taraba,State level data,Dec,2019
Measles 2 given,27,Taraba,State level data,Nov,2019
Measles 2 given,8,Taraba,State level data,Oct,2019
Measles 2 given,954,Delta,State level data,Jun,2019
Measles 2 given,717,Delta,State level data,May,2019
Measles 2 given,317,Delta,State level data,Aug,2019
Measles 2 given,563,Delta,State level data,Jul,2019
Measles 2 given,612,Delta,State level data,Feb,2019
Measles 2 given,754,Delta,State level data,Jan,2019
Measles 2 given,967,Delta,State level data,Apr,2019
Measles 2 given,664,Delta,State level data,Mar,2019
Measles 2 given,35,Ebonyi,State level data,Sep,2019
Measles 2 given,27,Ebonyi,State level data,Jun,2019
Measles 2 given,46076,Ebonyi,State level data,Nov,2019
Measles 2 given,1274,Ebonyi,State level data,Dec,2019
Measles 2 given,65,Ebonyi,State level data,Oct,2019
Measles 2 given,5239,Delta,State level data,Dec,2019
Measles 2 given,32307,Delta,State level data,Nov,2019
Measles 2 given,73,Delta,State level data,Oct,2019
Measles 2 given,215,Delta,State level data,Sep,2019
Measles 2 given,71,Oyo,State level data,Aug,2019
Measles 2 given,163,Oyo,State level data,Sep,2019
Measles 2 given,119,Oyo,State level data,Jun,2019
Measles 2 given,42,Oyo,State level data,Jul,2019
Measles 2 given,99973,Oyo,State level data,Nov,2019
Measles 2 given,4048,Oyo,State level data,Dec,2019
Measles 2 given,483,Oyo,State level data,Oct,2019
Measles 2 given,15,Borno,State level data,Sep,2019
Measles 2 given,65,Oyo,State level data,Jan,2019
Measles 2 given,90,Oyo,State level data,May,2019
Measles 2 given,164,Borno,State level data,Nov,2019
Measles 2 given,178,Borno,State level data,Oct,2019
Measles 2 given,56,Bauchi,State level data,Nov,2019
Measles 2 given,30,Bauchi,State level data,Oct,2019
Measles 2 given,57,Bauchi,State level data,Dec,2019
Measles 2 given,22,Bauchi,State level data,Aug,2019
Measles 2 given,32,Bauchi,State level data,Jul,2019
Measles 2 given,54,Bauchi,State level data,Jun,2019
Measles 2 given,39,Bauchi,State level data,May,2019
Measles 2 given,55,Bauchi,State level data,Apr,2019
Measles 2 given,15,Bauchi,State level data,Mar,2019
Measles 2 given,183,Bauchi,State level data,Feb,2019
Measles 2 given,123,Bauchi,State level data,Sep,2019
Measles 2 given,96,Abia,State level data,Mar,2019
Measles 2 given,106,Abia,State level data,Apr,2019
Measles 2 given,100,Abia,State level data,May,2019
Measles 2 given,98,Abia,State level data,Jun,2019
Measles 2 given,91,Abia,State level data,Jan,2019
Measles 2 given,80,Abia,State level data,Feb,2019
Measles 2 given,49,Abia,State level data,Jul,2019
Measles 2 given,171,Abia,State level data,Aug,2019
Measles 2 given,36,Abia,State level data,Sep,2019
Measles 2 given,46,Abia,State level data,Oct,2019
Measles 2 given,34196,Abia,State level data,Nov,2019
Measles 2 given,2808,Abia,State level data,Dec,2019
Measles 2 given,26,Lagos,State level data,Jan,2019
Measles 2 given,327,Lagos,State level data,Feb,2019
Measles 2 given,429,Niger,State level data,Nov,2019
Measles 2 given,572,Niger,State level data,Oct,2019
Measles 2 given,148,Niger,State level data,Dec,2019
Measles 2 given,219,Niger,State level data,Feb,2019
Measles 2 given,195,Niger,State level data,Jan,2019
Measles 2 given,745,Niger,State level data,Apr,2019
Measles 2 given,311,Niger,State level data,Mar,2019
Measles 2 given,511,Niger,State level data,Jun,2019
Measles 2 given,462,Niger,State level data,May,2019
Measles 2 given,390,Niger,State level data,Aug,2019
Measles 2 given,358,Niger,State level data,Jul,2019
Measles 2 given,27,Lagos,State level data,Oct,2019
Measles 2 given,355,Niger,State level data,Sep,2019
Measles 2 given,8424,Lagos,State level data,Dec,2019
Measles 2 given,60670,Lagos,State level data,Nov,2019
Measles 2 given,519,Rivers,State level data,Sep,2019
Measles 2 given,203,Rivers,State level data,Jan,2019
Measles 2 given,223,Rivers,State level data,Feb,2019
Measles 2 given,92,Rivers,State level data,Mar,2019
Measles 2 given,188,Rivers,State level data,Apr,2019
Measles 2 given,265,Rivers,State level data,May,2019
Measles 2 given,213,Rivers,State level data,Jun,2019
Measles 2 given,99,Rivers,State level data,Jul,2019
Measles 2 given,360,Rivers,State level data,Aug,2019
Measles 2 given,7960,Rivers,State level data,Dec,2019
Measles 2 given,193,Rivers,State level data,Oct,2019
Measles 2 given,80231,Rivers,State level data,Nov,2019
Measles 2 given,51,Zamfara,State level data,Dec,2019
Measles 2 given,152,Zamfara,State level data,Nov,2019
Measles 2 given,31,Zamfara,State level data,Oct,2019
Measles 2 given,1059,Zamfara,State level data,Feb,2019
Measles 2 given,781,Zamfara,State level data,Jan,2019
Measles 2 given,45,Zamfara,State level data,Apr,2019
Measles 2 given,80,Zamfara,State level data,Mar,2019
Measles 2 given,70,Zamfara,State level data,Sep,2019
Measles 2 given,61,Zamfara,State level data,Jun,2019
Measles 2 given,50,Zamfara,State level data,Jul,2019
Measles 2 given,108,Kebbi,State level data,Nov,2019
Measles 2 given,98,Kebbi,State level data,Oct,2019
Measles 2 given,171,Kebbi,State level data,Dec,2019
Measles 2 given,62,Kebbi,State level data,Feb,2019
Measles 2 given,77,Kebbi,State level data,Jan,2019
Measles 2 given,163,Kebbi,State level data,Aug,2019
Measles 2 given,9,Kebbi,State level data,Jul,2019
Measles 2 given,21,Kebbi,State level data,Sep,2019
Measles 2 given,5,Kebbi,State level data,Apr,2019
Measles 2 given,204,Kebbi,State level data,Mar,2019
Measles 2 given,126,Kebbi,State level data,May,2019
Measles 2 given,35,Yobe,State level data,Dec,2019
Measles 2 given,37,Katsina,State level data,Nov,2019
Measles 2 given,8,Sokoto,State level data,May,2019
Measles 2 given,29,Sokoto,State level data,Feb,2019
Measles 2 given,34,Sokoto,State level data,Jan,2019
Measles 2 given,16,Katsina,State level data,Jun,2019
Measles 2 given,18,Katsina,State level data,Jul,2019
Measles 2 given,26,Katsina,State level data,May,2019
Measles 2 given,57,Katsina,State level data,Feb,2019
Measles 2 given,24,Sokoto,State level data,Sep,2019
Measles 2 given,40,Katsina,State level data,Mar,2019
Measles 2 given,41,Sokoto,State level data,Aug,2019
Measles 2 given,28,Katsina,State level data,Jan,2019
Measles 2 given,8,Adamawa,State level data,Oct,2019
Measles 2 given,36,Katsina,State level data,Oct,2019
Measles 2 given,15,Adamawa,State level data,Dec,2019
Measles 2 given,30,Bayelsa,State level data,Oct,2019
Measles 2 given,1066,Bayelsa,State level data,Dec,2019
Measles 2 given,9261,Bayelsa,State level data,Nov,2019
Measles 2 given,8,Bayelsa,State level data,Jul,2019
Measles 2 given,7,Bayelsa,State level data,Sep,2019
Measles 2 given,6,Bayelsa,State level data,Jan,2019
Measles 2 given,91,Sokoto,State level data,Dec,2019
Measles 2 given,2,Yobe,State level data,Sep,2019
Measles 2 given,25,Yobe,State level data,Jun,2019
Measles 2 given,29,Yobe,State level data,May,2019
Measles 2 given,4,Yobe,State level data,Aug,2019
Measles 2 given,12,Yobe,State level data,Jul,2019
Measles 2 given,291,Yobe,State level data,Feb,2019
Measles 2 given,211,Yobe,State level data,Jan,2019
Measles 2 given,165,Yobe,State level data,Apr,2019
Measles 2 given,250,Yobe,State level data,Mar,2019
Measles 2 given,108,Yobe,State level data,Nov,2019
Measles 2 given,70,Yobe,State level data,Oct,2019
Measles 2 given,103,Akwa-Ibom,State level data,Apr,2019
Measles 2 given,45,Akwa-Ibom,State level data,May,2019
Measles 2 given,760,Akwa-Ibom,State level data,Feb,2019
Measles 2 given,129,Akwa-Ibom,State level data,Mar,2019
Measles 2 given,107,Akwa-Ibom,State level data,Jan,2019
Measles 2 given,46,Akwa-Ibom,State level data,Aug,2019
Measles 2 given,291,Akwa-Ibom,State level data,Sep,2019
Measles 2 given,63,Akwa-Ibom,State level data,Jun,2019
Measles 2 given,178,Akwa-Ibom,State level data,Jul,2019
Measles 2 given,25370,Akwa-Ibom,State level data,Nov,2019
Measles 2 given,4323,Akwa-Ibom,State level data,Dec,2019
Measles 2 given,95,Akwa-Ibom,State level data,Oct,2019
Measles 2 given,88,Kwara,State level data,Jan,2019
Measles 2 given,19,Jigawa,State level data,Dec,2019
Measles 2 given,79,Kwara,State level data,Sep,2019
Measles 2 given,9,Jigawa,State level data,Nov,2019
Measles 2 given,120,Kwara,State level data,Aug,2019
Measles 2 given,57,Kwara,State level data,Jul,2019
Measles 2 given,24,Kwara,State level data,Jun,2019
Measles 2 given,77,Kwara,State level data,May,2019
Measles 2 given,50,Kwara,State level data,Apr,2019
Measles 2 given,33,Kwara,State level data,Mar,2019
Measles 2 given,14,Kwara,State level data,Feb,2019
Measles 2 given,274,Kwara,State level data,Dec,2019
Measles 2 given,154,Kwara,State level data,Nov,2019
Measles 2 given,489,Kwara,State level data,Oct,2019
Measles 2 given,201,Jigawa,State level data,Jan,2019
Measles 2 given,18,Jigawa,State level data,May,2019
Measles 2 given,35,Jigawa,State level data,Apr,2019
Measles 2 given,21,Jigawa,State level data,Mar,2019
Measles 2 given,56,Jigawa,State level data,Feb,2019
Measles 2 given,460,Jigawa,State level data,Sep,2019
Measles 2 given,18,Jigawa,State level data,Aug,2019
Measles 2 given,46,Jigawa,State level data,Jul,2019
Measles 2 given,1,Jigawa,State level data,Jun,2019
Measles 2 given,52,Abia,Ukwa East,Dec,2019
Measles 2 given,1221,Abia,Ukwa East,Nov,2019
Measles 2 given,97,Ekiti,Moba,Dec,2019
Measles 2 given,731,Ekiti,Moba,Nov,2019
Measles 2 given,83,Rivers,Bonny,Sep,2019
Measles 2 given,117,Ogun,Abeokuta South,Aug,2019
Measles 2 given,19,Katsina,Kankia,Oct,2019
Measles 2 given,1492,Anambra,Awka North,Nov,2019
Measles 2 given,99,Anambra,Awka North,Dec,2019
Measles 2 given,11,Abia,Ukwa East,Mar,2019
Measles 2 given,8,Abia,Ukwa East,Feb,2019
Measles 2 given,30,Ekiti,Moba,Apr,2019
Measles 2 given,8,Abia,Ukwa East,Jan,2019
Measles 2 given,68,Ekiti,Moba,Jul,2019
Measles 2 given,40,Yobe,Bade,Mar,2019
Measles 2 given,1,Yobe,Bade,Aug,2019
Measles 2 given,4,Abia,Ukwa East,Sep,2019
Measles 2 given,42,Federal Capital Territory,Kuje,Jun,2019
Measles 2 given,11,Abia,Ukwa East,Jun,2019
Measles 2 given,22,Federal Capital Territory,Kuje,May,2019
Measles 2 given,36,Federal Capital Territory,Kuje,Aug,2019
Measles 2 given,7,Abia,Ukwa East,May,2019
Measles 2 given,4,Abia,Ukwa East,Apr,2019
Measles 2 given,28,Federal Capital Territory,Kuje,Jul,2019
Measles 2 given,8,Federal Capital Territory,Kuje,Jan,2019
Measles 2 given,18,Federal Capital Territory,Kuje,Apr,2019
Measles 2 given,23,Federal Capital Territory,Kuje,Mar,2019
Measles 2 given,104,Niger,Rijau,Jul,2019
Measles 2 given,471,Ogun,Abeokuta South,Nov,2019
Measles 2 given,25,Niger,Rijau,Feb,2019
Measles 2 given,450,Ogun,Abeokuta South,Dec,2019
Measles 2 given,126,Oyo,Olorunsogo,Dec,2019
Measles 2 given,2212,Oyo,Olorunsogo,Nov,2019
Measles 2 given,5,Edo,Etsako West,Oct,2019
Measles 2 given,8,Ekiti,Emure,Feb,2019
Measles 2 given,58,Edo,Etsako West,Dec,2019
Measles 2 given,16,Ekiti,Emure,Mar,2019
Measles 2 given,1400,Edo,Etsako West,Nov,2019
Measles 2 given,34,Oyo,Olorunsogo,Sep,2019
Measles 2 given,34,Kogi,Yagba West,Dec,2019
Measles 2 given,20,Kogi,Yagba West,Nov,2019
Measles 2 given,32,Kogi,Yagba West,Oct,2019
Measles 2 given,6,Edo,Etsako West,Jul,2019
Measles 2 given,24,Edo,Etsako West,Jun,2019
Measles 2 given,21,Benue,Gwer East,Oct,2019
Measles 2 given,6,Edo,Etsako West,Aug,2019
Measles 2 given,5,Benue,Gwer East,Nov,2019
Measles 2 given,12,Benue,Gwer East,Dec,2019
Measles 2 given,14,Plateau,Kanam,Mar,2019
Measles 2 given,11,Benue,Gwer East,Aug,2019
Measles 2 given,79,Benue,Gwer East,Sep,2019
Measles 2 given,22,Kogi,Adavi,Feb,2019
Measles 2 given,33,Kogi,Yagba West,Sep,2019
Measles 2 given,661,Ekiti,Emure,Nov,2019
Measles 2 given,23,Kogi,Adavi,Jun,2019
Measles 2 given,1210,Akwa-Ibom,Ika,Nov,2019
Measles 2 given,134,Akwa-Ibom,Ika,Dec,2019
Measles 2 given,17,Kogi,Yagba West,Jun,2019
Measles 2 given,40,Kogi,Yagba West,Apr,2019
Measles 2 given,670,Edo,Egor,Nov,2019
Measles 2 given,251,Rivers,Bonny,Dec,2019
Measles 2 given,28,Benue,Gwer East,Jan,2019
Measles 2 given,60,Benue,Gwer East,Feb,2019
Measles 2 given,261,Edo,Egor,Dec,2019
Measles 2 given,17,Benue,Gwer East,Mar,2019
Measles 2 given,10,Benue,Gwer East,Apr,2019
Measles 2 given,11,Benue,Gwer East,May,2019
Measles 2 given,14,Benue,Gwer East,Jun,2019
Measles 2 given,15,Benue,Gwer East,Jul,2019
Measles 2 given,3554,Rivers,Bonny,Nov,2019
Measles 2 given,556,Ekiti,Oye,Nov,2019
Measles 2 given,16,Ebonyi,Izzi,Dec,2019
Measles 2 given,3416,Ebonyi,Izzi,Nov,2019
Measles 2 given,61,Ekiti,Oye,Dec,2019
Measles 2 given,28,Ekiti,Oye,Oct,2019
Measles 2 given,2421,Ekiti,Ado Ekiti,Nov,2019
Measles 2 given,436,Ekiti,Ado Ekiti,Dec,2019
Measles 2 given,241,Enugu,Uzo-Uwani,Dec,2019
Measles 2 given,1352,Enugu,Uzo-Uwani,Nov,2019
Measles 2 given,18,Edo,Etsako East,Dec,2019
Measles 2 given,956,Edo,Etsako East,Nov,2019
Measles 2 given,4,Edo,Egor,Jul,2019
Measles 2 given,60,Edo,Egor,Mar,2019
Measles 2 given,422,Ondo,Okitipupa,Dec,2019
Measles 2 given,1162,Ondo,Okitipupa,Nov,2019
Measles 2 given,446,Oyo,Egbeda,Dec,2019
Measles 2 given,12629,Oyo,Egbeda,Nov,2019
Measles 2 given,16,Gombe,Billiri,Apr,2019
Measles 2 given,103,Niger,Shiroro,Oct,2019
Measles 2 given,40,Gombe,Billiri,Jul,2019
Measles 2 given,20,Gombe,Billiri,Aug,2019
Measles 2 given,2,Gombe,Billiri,Sep,2019
Measles 2 given,8,Niger,Shiroro,Nov,2019
Measles 2 given,70,Niger,Shiroro,Dec,2019
Measles 2 given,58,Akwa-Ibom,Nsit Atai,Dec,2019
Measles 2 given,914,Akwa-Ibom,Nsit Atai,Nov,2019
Measles 2 given,7,Gombe,Billiri,Oct,2019
Measles 2 given,26,Gombe,Billiri,Nov,2019
Measles 2 given,13,Osun,Odo Otin,Jan,2019
Measles 2 given,73,Yobe,Geidam,Feb,2019
Measles 2 given,48,Niger,Shiroro,Jun,2019
Measles 2 given,1,Niger,Shiroro,Jul,2019
Measles 2 given,19,Niger,Shiroro,Apr,2019
Measles 2 given,8,Niger,Shiroro,May,2019
Measles 2 given,26,Niger,Shiroro,Aug,2019
Measles 2 given,109,Niger,Shiroro,Sep,2019
Measles 2 given,5,Rivers,Andoni,Dec,2019
Measles 2 given,1181,Rivers,Andoni,Nov,2019
Measles 2 given,23,Osun,Odo Otin,Mar,2019
Measles 2 given,10,Niger,Shiroro,Feb,2019
Measles 2 given,36,Niger,Shiroro,Mar,2019
Measles 2 given,13,Osun,Odo Otin,Aug,2019
Measles 2 given,55,Rivers,Omumma,Sep,2019
Measles 2 given,2,Niger,Shiroro,Jan,2019
Measles 2 given,10,Osun,Odo Otin,Jul,2019
Measles 2 given,2989,Edo,Ikpoba-Okha,Nov,2019
Measles 2 given,321,Edo,Ikpoba-Okha,Dec,2019
Measles 2 given,28,Delta,Oshimili South,Aug,2019
Measles 2 given,651,Rivers,Omumma,Nov,2019
Measles 2 given,18,Osun,Odo Otin,Dec,2019
Measles 2 given,175,Rivers,Omumma,Dec,2019
Measles 2 given,2001,Osun,Odo Otin,Nov,2019
Measles 2 given,124,Federal Capital Territory,Kuje,Oct,2019
Measles 2 given,62,Delta,Oshimili South,Jul,2019
Measles 2 given,70,Yobe,Geidam,Oct,2019
Measles 2 given,57,Kwara,Ifelodun,Oct,2019
Measles 2 given,22,Delta,Oshimili South,May,2019
Measles 2 given,60,Yobe,Geidam,Nov,2019
Measles 2 given,12,Delta,Oshimili South,Feb,2019
Measles 2 given,242,Akwa-Ibom,Oruk Anam,Dec,2019
Measles 2 given,1194,Akwa-Ibom,Oruk Anam,Nov,2019
Measles 2 given,11,Ekiti,Oye,Mar,2019
Measles 2 given,47,Ekiti,Oye,Jan,2019
Measles 2 given,6,Plateau,Shendam,Feb,2019
Measles 2 given,22,Kwara,Oyun,Jul,2019
Measles 2 given,14,Kwara,Oyun,Apr,2019
Measles 2 given,25,Ekiti,Oye,Sep,2019
Measles 2 given,37,Ekiti,Oye,Jun,2019
Measles 2 given,16,Rivers,Andoni,May,2019
Measles 2 given,16,Plateau,Shendam,Aug,2019
Measles 2 given,3,Ekiti,Oye,Jul,2019
Measles 2 given,1,Ekiti,Oye,Apr,2019
Measles 2 given,1,Ekiti,Oye,May,2019
Measles 2 given,28,Plateau,Shendam,Sep,2019
Measles 2 given,38,Delta,Aniocha South,Jun,2019
Measles 2 given,54,Delta,Aniocha South,Apr,2019
Measles 2 given,24,Rivers,Andoni,Jul,2019
Measles 2 given,16,Delta,Aniocha South,May,2019
Measles 2 given,2,Benue,Ohimini,Oct,2019
Measles 2 given,1,Benue,Ohimini,Nov,2019
Measles 2 given,18,Delta,Aniocha South,Feb,2019
Measles 2 given,26,Delta,Aniocha South,Mar,2019
